コード,sector,industry
6042,Consumer Cyclical,Auto Parts
8850,Real Estate,Real Estate - Diversified
3166,Consumer Cyclical,Home Improvement Retail
4463,Basic Materials,Chemicals
5578,Technology,Information Technology Services
5258,Technology,Software - Infrastructure
7196,Financial Services,Mortgage Finance
2216,Consumer Defensive,Confectioners
4762,Technology,Software - Application
4452,Consumer Defensive,Household & Personal Products
4718,Consumer Defensive,Education & Training Services
5845,Industrials,Specialty Business Services
4833,Industrials,Consulting Services
9950,Consumer Cyclical,Restaurants
4819,Technology,Information Technology Services
6969,Technology,Electronic Components
3110,Consumer Cyclical,Textile Manufacturing
3185,Consumer Cyclical,Internet Retail
7643,Consumer Defensive,Grocery Stores
7352,Industrials,Specialty Business Services
212A,Consumer Cyclical,Leisure
3358,Consumer Cyclical,Restaurants
8035,Technology,Semiconductor Equipment & Materials
4487,Real Estate,Real Estate Services
4390,Communication Services,Telecom Services
9215,Technology,Software - Application
4588,Healthcare,Biotechnology
9983,Consumer Cyclical,Apparel Retail
7752,Industrials,Business Equipment & Supplies
6777,Technology,Scientific & Technical Instruments
7992,Industrials,Business Equipment & Supplies
341A,Industrials,Engineering & Construction
6920,Technology,Semiconductor Equipment & Materials
3691,Communication Services,Internet Content & Information
3135,Consumer Cyclical,Internet Retail
2590,Consumer Defensive,Beverages - Non-Alcoholic
4449,Consumer Cyclical,Internet Retail
4716,Technology,Software - Infrastructure
5587,Industrials,Specialty Business Services
6433,Industrials,Metal Fabrication
7621,Consumer Cyclical,Restaurants
3561,Consumer Cyclical,Restaurants
9639,Real Estate,Real Estate - Diversified
3663,Technology,Software - Application
6971,Industrials,Conglomerates
7678,Consumer Cyclical,Restaurants
3671,Healthcare,Health Information Services
2492,Technology,Software - Application
6558,Industrials,Staffing & Employment Services
3692,Technology,Software - Application
6613,Technology,Semiconductors
8566,Financial Services,Credit Services
9312,Industrials,Integrated Freight & Logistics
7777,Healthcare,Medical Devices
9245,Communication Services,Internet Content & Information
2154,Industrials,Staffing & Employment Services
7932,Consumer Cyclical,Footwear & Accessories
9553,Technology,Software - Application
1860,Industrials,Engineering & Construction
2702,Consumer Cyclical,Restaurants
7638,Consumer Cyclical,Luxury Goods
6146,Technology,Semiconductor Equipment & Materials
9900,Consumer Cyclical,Restaurants
4054,Technology,Software - Application
429A,Technology,Semiconductor Equipment & Materials
6776,Consumer Cyclical,Auto Parts
135A,Technology,Software - Infrastructure
9254,Communication Services,Advertising Agencies
7630,Consumer Cyclical,Restaurants
278A,Industrials,Aerospace & Defense
5704,Industrials,Specialty Business Services
6871,Technology,Semiconductor Equipment & Materials
4568,Healthcare,Drug Manufacturers - General
5726,Basic Materials,Other Industrial Metals & Mining
3923,Technology,Information Technology Services
4047,Basic Materials,Specialty Chemicals
6072,Industrials,Specialty Business Services
6232,Technology,Computer Hardware
3198,Consumer Cyclical,Restaurants
5706,Industrials,Conglomerates
6031,Technology,Software - Infrastructure
3933,Technology,Software - Application
4572,Healthcare,Biotechnology
8173,Consumer Cyclical,Specialty Retail
2681,Consumer Cyclical,Specialty Retail
7069,Communication Services,Advertising Agencies
218A,Technology,Computer Hardware
1878,Real Estate,Real Estate - Diversified
2678,Consumer Cyclical,Internet Retail
3399,Consumer Cyclical,Restaurants
2656,Communication Services,Advertising Agencies
7044,Communication Services,Advertising Agencies
3796,Technology,Software - Application
6762,Technology,Electronic Components
6098,Communication Services,Internet Content & Information
7272,Consumer Cyclical,Auto Manufacturers
6588,Technology,Computer Hardware
6779,Technology,Electronic Components
6942,Technology,Information Technology Services
2338,Technology,Information Technology Services
2871,Consumer Defensive,Packaged Foods
7936,Consumer Cyclical,Footwear & Accessories
2936,Consumer Defensive,Packaged Foods
3077,Consumer Cyclical,Restaurants
3353,Industrials,Conglomerates
4443,Technology,Software - Application
9470,Consumer Defensive,Education & Training Services
4661,Consumer Cyclical,Leisure
2877,Consumer Defensive,Packaged Foods
9028,Consumer Cyclical,Auto & Truck Dealerships
2351,Technology,Software - Infrastructure
6324,Industrials,Specialty Industrial Machinery
5597,Technology,Software - Infrastructure
6701,Technology,Information Technology Services
287A,Industrials,Conglomerates
1893,Industrials,Engineering & Construction
5803,Industrials,Conglomerates
6666,Technology,Electronic Components
556A,Consumer Defensive,Packaged Foods
6366,Industrials,Engineering & Construction
4430,Technology,Software - Infrastructure
2282,Consumer Defensive,Packaged Foods
4531,Basic Materials,Chemicals
4626,Basic Materials,Specialty Chemicals
6370,Industrials,Pollution & Treatment Controls
7805,Industrials,Specialty Business Services
4448,Technology,Software - Application
464A,Industrials,Aerospace & Defense
4255,Technology,Software - Application
2901,Healthcare,Medical Care Facilities
3810,Communication Services,Electronic Gaming & Multimedia
7649,Healthcare,Pharmaceutical Retailers
8698,Financial Services,Capital Markets
407A,Industrials,Engineering & Construction
6027,Industrials,Consulting Services
8864,Real Estate,Real Estate Services
3981,Communication Services,Internet Content & Information
3046,Healthcare,Medical Instruments & Supplies
9259,Consumer Defensive,Grocery Stores
2215,Consumer Defensive,Packaged Foods
3501,Consumer Cyclical,Textile Manufacturing
4384,Industrials,Specialty Business Services
5727,Basic Materials,Other Industrial Metals & Mining
4413,Technology,Information Technology Services
7726,Industrials,Tools & Accessories
9262,Consumer Defensive,Packaged Foods
208A,Industrials,Engineering & Construction
3030,Consumer Cyclical,Restaurants
6537,Consumer Cyclical,Personal Services
6594,Industrials,Specialty Industrial Machinery
7692,Utilities,Utilities - Diversified
6525,Technology,Semiconductor Equipment & Materials
7733,Healthcare,Medical Devices
6976,Technology,Electronic Components
6857,Technology,Semiconductor Equipment & Materials
7695,Consumer Cyclical,Internet Retail
285A,Technology,Semiconductors
3997,Technology,Information Technology Services
9449,Communication Services,Telecom Services
2334,Technology,Software - Application
2220,Consumer Defensive,Packaged Foods
1332,Consumer Defensive,Packaged Foods
5842,Financial Services,Asset Management
4980,Technology,Electronic Components
9713,Consumer Cyclical,Lodging
7214,Consumer Cyclical,Auto Parts
2533,Consumer Defensive,Beverages - Wineries & Distilleries
8253,Financial Services,Credit Services
6538,Industrials,Staffing & Employment Services
3409,Consumer Cyclical,Textile Manufacturing
9227,Basic Materials,Chemicals
6231,Industrials,Electrical Equipment & Parts
7419,Consumer Cyclical,Specialty Retail
8291,Consumer Cyclical,Auto & Truck Dealerships
2212,Consumer Defensive,Packaged Foods
365A,Consumer Cyclical,Textile Manufacturing
4259,Technology,Software - Application
5891,Consumer Cyclical,Restaurants
6040,Consumer Cyclical,Resorts & Casinos
5805,Industrials,Electrical Equipment & Parts
4552,Healthcare,Drug Manufacturers - General
4417,Technology,Software - Infrastructure
559A,Consumer Defensive,Beverages - Brewers
9428,Communication Services,Telecom Services
2268,Consumer Defensive,Food Distribution
6544,Industrials,Specialty Business Services
3113,Financial Services,Asset Management
2209,Consumer Defensive,Confectioners
8088,Industrials,Conglomerates
7011,Industrials,Specialty Industrial Machinery
7615,Consumer Cyclical,Apparel Retail
2935,Consumer Defensive,Packaged Foods
5801,Industrials,Electrical Equipment & Parts
7699,Industrials,Industrial Distribution
4875,Healthcare,Biotechnology
485A,Industrials,Electrical Equipment & Parts
4373,Technology,Information Technology Services
6574,Consumer Cyclical,Personal Services
7685,Consumer Cyclical,Internet Retail
4062,Technology,Electronic Components
9257,Financial Services,Asset Management
4385,Consumer Cyclical,Internet Retail
8050,Consumer Cyclical,Footwear & Accessories
5711,Basic Materials,Other Industrial Metals & Mining
3962,Technology,Information Technology Services
6269,Energy,Oil & Gas Equipment & Services
2353,Industrials,Conglomerates
8015,Industrials,Conglomerates
9083,Industrials,Integrated Freight & Logistics
186A,Industrials,Aerospace & Defense
3905,Technology,Software - Application
9067,Industrials,Trucking
6993,Financial Services,Credit Services
9059,Industrials,Trucking
4307,Technology,Information Technology Services
6634,Technology,Information Technology Services
9074,Industrials,Railroads
7897,Basic Materials,Lumber & Wood Production
5742,Basic Materials,Aluminum
3083,Consumer Cyclical,Apparel Retail
4784,Technology,Software - Infrastructure
7220,Consumer Cyclical,Auto Parts
9533,Utilities,Utilities - Regulated Gas
3491,Communication Services,Internet Content & Information
4202,Basic Materials,Specialty Chemicals
7280,Consumer Cyclical,Auto Parts
2195,Industrials,Waste Management
4613,Basic Materials,Specialty Chemicals
9565,Communication Services,Electronic Gaming & Multimedia
7383,Financial Services,Credit Services
9348,Technology,Computer Hardware
9301,Industrials,Integrated Freight & Logistics
3241,Real Estate,Real Estate Services
4935,Consumer Defensive,Household & Personal Products
5016,Technology,Semiconductor Equipment & Materials
2897,Consumer Defensive,Packaged Foods
2705,Consumer Cyclical,Restaurants
9672,Consumer Cyclical,Gambling
6501,Industrials,Conglomerates
2226,Consumer Defensive,Packaged Foods
3547,Consumer Cyclical,Restaurants
4483,Healthcare,Health Information Services
3157,Basic Materials,Building Materials
7554,Consumer Cyclical,Restaurants
8207,Consumer Cyclical,Restaurants
6703,Technology,Communication Equipment
2923,Consumer Defensive,Packaged Foods
6999,Technology,Electronic Components
6059,Healthcare,Medical Care Facilities
5026,Technology,Information Technology Services
6533,Communication Services,Advertising Agencies
7412,Consumer Cyclical,Restaurants
4494,Technology,Software - Infrastructure
6787,Technology,Electronic Components
3154,Healthcare,Medical Instruments & Supplies
2281,Consumer Defensive,Packaged Foods
7085,Consumer Cyclical,Leisure
6469,Industrials,Specialty Industrial Machinery
7245,Consumer Cyclical,Auto Parts
4432,Technology,Software - Application
319A,Financial Services,Asset Management
2181,Industrials,Staffing & Employment Services
9110,Industrials,Marine Shipping
3955,Basic Materials,Paper & Paper Products
2323,Technology,Information Technology Services
175A,Technology,Software - Application
9338,Industrials,Specialty Business Services
4960,Basic Materials,Chemicals
4492,Technology,Software - Application
268A,Technology,Scientific & Technical Instruments
9831,Consumer Cyclical,Specialty Retail
7003,Industrials,Aerospace & Defense
7075,Industrials,Consulting Services
6085,Industrials,Engineering & Construction
2752,Consumer Cyclical,Restaurants
3193,Consumer Cyclical,Restaurants
9769,Consumer Defensive,Education & Training Services
7409,Industrials,Aerospace & Defense
9235,Communication Services,Advertising Agencies
9090,Industrials,Integrated Freight & Logistics
6958,Technology,Electronic Components
2802,Consumer Defensive,Packaged Foods
5618,Communication Services,Advertising Agencies
3436,Technology,Semiconductor Equipment & Materials
6977,Technology,Electronic Components
6521,Technology,Electronic Components
3753,Technology,Software - Infrastructure
7030,Consumer Defensive,Education & Training Services
9828,Consumer Cyclical,Restaurants
9336,Industrials,Waste Management
4367,Basic Materials,Specialty Chemicals
9073,Industrials,Trucking
2204,Consumer Defensive,Packaged Foods
3186,Consumer Cyclical,Auto & Truck Dealerships
2587,Consumer Defensive,Beverages - Non-Alcoholic
5632,Basic Materials,Steel
8255,Consumer Defensive,Grocery Stores
281A,Technology,Software - Infrastructure
2769,Consumer Cyclical,Specialty Retail
3300,Real Estate,Real Estate Services
4060,Technology,Software - Application
7273,Consumer Cyclical,Auto Parts
1946,Industrials,Engineering & Construction
5110,Consumer Cyclical,Auto Parts
2914,Consumer Defensive,Tobacco
4593,Healthcare,Biotechnology
1773,Utilities,Utilities - Diversified
6343,Industrials,Specialty Industrial Machinery
3878,Basic Materials,Paper & Paper Products
2683,Consumer Defensive,Food Distribution
6224,Industrials,Specialty Industrial Machinery
9304,Industrials,Integrated Freight & Logistics
7709,Technology,Computer Hardware
5892,Consumer Cyclical,Apparel Manufacturing
2768,Industrials,Conglomerates
2198,Consumer Cyclical,Personal Services
8996,Real Estate,Real Estate Services
2607,Consumer Defensive,Packaged Foods
5609,Basic Materials,Steel
3401,Industrials,Conglomerates
7508,Consumer Defensive,Grocery Stores
504A,Healthcare,Biotechnology
9853,Consumer Cyclical,Restaurants
8596,Industrials,Rental & Leasing Services
3774,Communication Services,Telecom Services
2818,Consumer Defensive,Packaged Foods
2344,Consumer Cyclical,Personal Services
6564,Industrials,Waste Management
5401,Basic Materials,Steel
2820,Consumer Defensive,Packaged Foods
9861,Consumer Cyclical,Restaurants
2932,Consumer Defensive,Packaged Foods
6380,Industrials,Tools & Accessories
197A,Healthcare,Medical Instruments & Supplies
5724,Basic Materials,Other Industrial Metals & Mining
4011,Technology,Software - Application
3391,Healthcare,Pharmaceutical Retailers
2579,Consumer Defensive,Beverages - Non-Alcoholic
5301,Basic Materials,Specialty Chemicals
7090,Healthcare,Medical Care Facilities
3097,Consumer Cyclical,Restaurants
4901,Industrials,Conglomerates
9037,Industrials,Integrated Freight & Logistics
2730,Consumer Cyclical,Specialty Retail
7509,Industrials,Conglomerates
2816,Consumer Defensive,Food Distribution
2585,Consumer Defensive,Beverages - Non-Alcoholic
2698,Consumer Defensive,Discount Stores
141A,Consumer Defensive,Discount Stores
6997,Technology,Electronic Components
9163,Industrials,Engineering & Construction
2872,Consumer Defensive,Packaged Foods
3778,Technology,Information Technology Services
9310,Industrials,Integrated Freight & Logistics
9252,Industrials,Specialty Business Services
8252,Financial Services,Credit Services
7914,Industrials,Specialty Business Services
9143,Industrials,Integrated Freight & Logistics
8214,Consumer Cyclical,Apparel Retail
3793,Communication Services,Electronic Gaming & Multimedia
3350,Consumer Cyclical,Restaurants
7674,Consumer Cyclical,Restaurants
9279,Consumer Cyclical,Restaurants
6549,Communication Services,Advertising Agencies
4023,Basic Materials,Specialty Chemicals
2903,Consumer Defensive,Packaged Foods
2224,Consumer Defensive,Packaged Foods
7012,Industrials,Specialty Industrial Machinery
5216,Technology,Electronic Components
6752,Technology,Consumer Electronics
2393,Industrials,Rental & Leasing Services
2170,Industrials,Consulting Services
5194,Consumer Defensive,Household & Personal Products
3184,Consumer Cyclical,Auto & Truck Dealerships
3927,Technology,Software - Infrastructure
3096,Consumer Defensive,Grocery Stores
6326,Industrials,Farm & Heavy Construction Machinery
7421,Consumer Cyclical,Restaurants
5858,Industrials,Metal Fabrication
8769,Healthcare,Medical Care Facilities
5036,Technology,Software - Infrastructure
3407,Industrials,Conglomerates
5101,Consumer Cyclical,Auto Parts
2501,Consumer Defensive,Beverages - Brewers
6966,Technology,Semiconductors
436A,Technology,Information Technology Services
6627,Technology,Semiconductor Equipment & Materials
2264,Consumer Defensive,Packaged Foods
3673,Technology,Software - Application
4911,Consumer Defensive,Household & Personal Products
4183,Basic Materials,Specialty Chemicals
9270,Consumer Cyclical,Specialty Retail
3178,Consumer Cyclical,Restaurants
6078,Healthcare,Health Information Services
8174,Utilities,Utilities - Regulated Gas
7462,Energy,Oil & Gas Refining & Marketing
3041,Consumer Cyclical,Personal Services
2673,Consumer Cyclical,Internet Retail
5019,Energy,Oil & Gas Refining & Marketing
7746,Technology,Electronic Components
9072,Industrials,Integrated Freight & Logistics
8798,Financial Services,Insurance - Diversified
7361,Industrials,Staffing & Employment Services
7915,Technology,Electronic Components
6723,Technology,Semiconductors
2395,Healthcare,Diagnostics & Research
1925,Real Estate,Real Estate - Development
2721,Real Estate,Real Estate Services
8848,Real Estate,Real Estate Services
1379,Consumer Defensive,Farm Products
4061,Basic Materials,Chemicals
7135,Consumer Cyclical,Apparel Retail
5406,Basic Materials,Steel
7458,Consumer Cyclical,Leisure
3205,Consumer Cyclical,Apparel Manufacturing
7771,Consumer Cyclical,Luxury Goods
9661,Real Estate,Real Estate Services
3951,Consumer Cyclical,Packaging & Containers
4260,Technology,Information Technology Services
3082,Consumer Cyclical,Restaurants
160A,Industrials,Conglomerates
6005,Industrials,Specialty Industrial Machinery
9532,Utilities,Utilities - Regulated Gas
9029,Industrials,Integrated Freight & Logistics
3877,Basic Materials,Paper & Paper Products
6264,Industrials,Specialty Industrial Machinery
4970,Basic Materials,Chemicals
4544,Healthcare,Diagnostics & Research
7532,Consumer Defensive,Discount Stores
3628,Healthcare,Health Information Services
9896,Industrials,Conglomerates
7888,Technology,Semiconductor Equipment & Materials
523A,Industrials,Specialty Business Services
4410,Basic Materials,Specialty Chemicals
7013,Industrials,Specialty Industrial Machinery
9450,Communication Services,Telecom Services
6495,Industrials,Specialty Industrial Machinery
4503,Healthcare,Drug Manufacturers - General
9278,Consumer Cyclical,Specialty Retail
4902,Industrials,Business Equipment & Supplies
5201,Industrials,Conglomerates
4125,Industrials,Waste Management
8058,Industrials,Conglomerates
9843,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
7318,Industrials,Specialty Business Services
2798,Consumer Cyclical,Restaurants
7022,Industrials,Aerospace & Defense
7366,Consumer Defensive,Education & Training Services
7363,Healthcare,Medical Care Facilities
9076,Industrials,Trucking
9057,Industrials,Trucking
6096,Consumer Defensive,Education & Training Services
7018,Industrials,Aerospace & Defense
2776,Consumer Cyclical,Apparel Manufacturing
8133,Industrials,Conglomerates
7780,Healthcare,Medical Instruments & Supplies
7682,Consumer Cyclical,Restaurants
7004,Industrials,Pollution & Treatment Controls
4004,Basic Materials,Chemicals
6561,Consumer Cyclical,Travel Services
2934,Healthcare,Pharmaceutical Retailers
9678,Industrials,Rental & Leasing Services
8002,Industrials,Conglomerates
8039,Consumer Defensive,Food Distribution
7571,Industrials,Conglomerates
6197,Healthcare,Medical Care Facilities
5199,Basic Materials,Specialty Chemicals
5232,Basic Materials,Building Materials
8200,Consumer Cyclical,Restaurants
8142,Consumer Defensive,Food Distribution
4480,Healthcare,Health Information Services
3910,Technology,Software - Application
7947,Consumer Cyclical,Packaging & Containers
7047,Communication Services,Internet Content & Information
469A,Consumer Cyclical,Leisure
3563,Consumer Cyclical,Restaurants
3196,Consumer Cyclical,Restaurants
6547,Consumer Cyclical,Lodging
8876,Industrials,Specialty Business Services
3058,Consumer Cyclical,Specialty Retail
6740,Technology,Electronic Components
2462,Industrials,Conglomerates
3549,Healthcare,Pharmaceutical Retailers
5952,Industrials,Tools & Accessories
2931,Consumer Defensive,Household & Personal Products
8053,Industrials,Conglomerates
3551,Industrials,Specialty Business Services
9360,Technology,Information Technology Services
3418,Consumer Cyclical,Restaurants
7585,Consumer Cyclical,Restaurants
6062,Healthcare,Medical Care Facilities
5255,Technology,Information Technology Services
9218,Healthcare,Medical Care Facilities
5981,Industrials,Specialty Industrial Machinery
7603,Consumer Cyclical,Apparel Retail
8030,Consumer Defensive,Food Distribution
9145,Industrials,Integrated Freight & Logistics
9322,Industrials,Specialty Business Services
7201,Consumer Cyclical,Auto Manufacturers
8914,Real Estate,Real Estate Services
9633,Industrials,Conglomerates
9976,Consumer Cyclical,Home Improvement Retail
3480,Real Estate,Real Estate - Diversified
2469,Technology,Consumer Electronics
9302,Industrials,Integrated Freight & Logistics
339A,Technology,Information Technology Services
6089,Industrials,Staffing & Employment Services
9636,Communication Services,Entertainment
3187,Consumer Cyclical,Internet Retail
3387,Consumer Cyclical,Restaurants
9064,Industrials,Trucking
8166,Consumer Cyclical,Apparel Manufacturing
6071,Consumer Cyclical,Personal Services
2762,Consumer Cyclical,Restaurants
1383,Consumer Defensive,Farm Products
1407,Utilities,Utilities - Renewable
2694,Consumer Cyclical,Restaurants
7520,Consumer Defensive,Food Distribution
9306,Industrials,Integrated Freight & Logistics
4777,Communication Services,Electronic Gaming & Multimedia
3099,Consumer Cyclical,Department Stores
8163,Consumer Cyclical,Restaurants
262A,Healthcare,Medical Instruments & Supplies
7074,Consumer Cyclical,Personal Services
3349,Healthcare,Pharmaceutical Retailers
414A,Communication Services,Entertainment
6472,Industrials,Tools & Accessories
8031,Industrials,Conglomerates
2157,Consumer Cyclical,Leisure
7367,Industrials,Staffing & Employment Services
4098,Basic Materials,Specialty Chemicals
7238,Consumer Cyclical,Auto Parts
2695,Consumer Cyclical,Restaurants
5491,Basic Materials,Steel
8001,Industrials,Conglomerates
195A,Technology,Software - Infrastructure
8585,Financial Services,Credit Services
9010,Industrials,Conglomerates
5480,Basic Materials,Steel
4222,Consumer Cyclical,Auto Parts
6039,Consumer Cyclical,Personal Services
9104,Industrials,Marine Shipping
3190,Consumer Cyclical,Textile Manufacturing
7126,Consumer Cyclical,Apparel Manufacturing
8793,Industrials,Rental & Leasing Services
1820,Industrials,Engineering & Construction
3976,Technology,Software - Application
7524,Consumer Cyclical,Restaurants
9308,Industrials,Marine Shipping
194A,Healthcare,Medical Care Facilities
4631,Basic Materials,Specialty Chemicals
9433,Communication Services,Telecom Services
7162,Financial Services,Asset Management
7850,Industrials,Specialty Business Services
7886,Basic Materials,Specialty Chemicals
3454,Financial Services,Asset Management
3946,Consumer Cyclical,Packaging & Containers
5020,Energy,Oil & Gas Refining & Marketing
4801,Consumer Cyclical,Leisure
7354,Communication Services,Advertising Agencies
211A,Industrials,Engineering & Construction
9887,Consumer Cyclical,Restaurants
3133,Consumer Cyclical,Restaurants
9601,Communication Services,Entertainment
409A,Consumer Defensive,Beverages - Brewers
7550,Consumer Cyclical,Restaurants
7475,Consumer Defensive,Packaged Foods
3484,Real Estate,Real Estate Services
5889,Healthcare,Medical Instruments & Supplies
7359,Communication Services,Advertising Agencies
3474,Real Estate,Real Estate Services
3067,Consumer Cyclical,Restaurants
7084,Consumer Cyclical,Personal Services
8944,Real Estate,Real Estate Services
2882,Consumer Cyclical,Restaurants
245A,Consumer Cyclical,Restaurants
4553,Healthcare,Drug Manufacturers - Specialty & Generic
9722,Consumer Cyclical,Lodging
9535,Energy,Oil & Gas Integrated
9539,Utilities,Utilities - Regulated Gas
9979,Consumer Cyclical,Restaurants
2384,Industrials,Integrated Freight & Logistics
9973,Consumer Cyclical,Restaurants
5741,Basic Materials,Aluminum
8194,Consumer Defensive,Grocery Stores
2164,Communication Services,Publishing
2404,Consumer Cyclical,Lodging
6147,Industrials,Specialty Industrial Machinery
9706,Industrials,Airports & Air Services
3556,Consumer Cyclical,Internet Retail
417A,Consumer Defensive,Grocery Stores
9221,Industrials,Waste Management
9249,Communication Services,Entertainment
4565,Healthcare,Biotechnology
7119,Industrials,Conglomerates
8920,Industrials,Conglomerates
3543,Consumer Cyclical,Restaurants
9627,Healthcare,Pharmaceutical Retailers
2884,Consumer Defensive,Packaged Foods
9327,Industrials,Integrated Freight & Logistics
9969,Consumer Cyclical,Restaurants
3864,Basic Materials,Paper & Paper Products
2742,Consumer Defensive,Grocery Stores
7133,Healthcare,Medical Care Facilities
4091,Basic Materials,Chemicals
9720,Consumer Cyclical,Lodging
9699,Industrials,Rental & Leasing Services
463A,Real Estate,Real Estate - Diversified
3546,Consumer Cyclical,Home Improvement Retail
8892,Real Estate,Real Estate - Development
3068,Consumer Cyclical,Restaurants
8179,Consumer Cyclical,Restaurants
9365,Industrials,Marine Shipping
9267,Healthcare,Pharmaceutical Retailers
3967,Technology,Software - Application
4088,Basic Materials,Specialty Chemicals
2340,Consumer Cyclical,Leisure
4026,Industrials,Building Products & Equipment
5571,Technology,Software - Application
6141,Industrials,Specialty Industrial Machinery
1375,Consumer Defensive,Packaged Foods
7919,Industrials,Specialty Business Services
9997,Consumer Cyclical,Specialty Retail
9984,Communication Services,Telecom Services
9628,Consumer Cyclical,Personal Services
8860,Real Estate,Real Estate Services
9274,Basic Materials,Paper & Paper Products
3050,Consumer Cyclical,Home Improvement Retail
7241,Consumer Cyclical,Auto Parts
8237,Consumer Cyclical,Department Stores
9733,Consumer Defensive,Education & Training Services
7097,Healthcare,Medical Care Facilities
3750,Healthcare,Biotechnology
2293,Consumer Defensive,Packaged Foods
9034,Industrials,Integrated Freight & Logistics
4681,Consumer Cyclical,Resorts & Casinos
3447,Industrials,Metal Fabrication
9247,Industrials,Waste Management
2734,Industrials,Conglomerates
6428,Communication Services,Electronic Gaming & Multimedia
9959,Consumer Defensive,Beverages - Non-Alcoholic
4666,Industrials,Infrastructure Operations
3167,Industrials,Conglomerates
5076,Industrials,Engineering & Construction
543A,Industrials,Farm & Heavy Construction Machinery
6565,Consumer Cyclical,Lodging
9531,Utilities,Utilities - Regulated Gas
9890,Consumer Defensive,Grocery Stores
2503,Consumer Defensive,Beverages - Brewers
9264,Industrials,Specialty Industrial Machinery
7247,Consumer Cyclical,Auto Parts
7203,Consumer Cyclical,Auto Manufacturers
7562,Consumer Cyclical,Restaurants
4337,Communication Services,Internet Content & Information
3395,Consumer Cyclical,Restaurants
9147,Industrials,Integrated Freight & Logistics
6758,Technology,Consumer Electronics
6400,Industrials,Specialty Industrial Machinery
7795,Industrials,Conglomerates
3397,Consumer Cyclical,Restaurants
1605,Energy,Oil & Gas E&P
3222,Consumer Cyclical,Department Stores
4612,Basic Materials,Specialty Chemicals
6570,Consumer Cyclical,Leisure
5902,Consumer Cyclical,Packaging & Containers
7271,Consumer Cyclical,Auto Parts
386A,Consumer Cyclical,Apparel Manufacturing
3045,Consumer Cyclical,Apparel Manufacturing
6092,Industrials,Specialty Business Services
2904,Consumer Defensive,Packaged Foods
5391,Industrials,Building Products & Equipment
4689,Consumer Cyclical,Internet Retail
8276,Consumer Cyclical,Department Stores
3197,Consumer Cyclical,Restaurants
7375,Basic Materials,Chemicals
9049,Industrials,Railroads
2179,Consumer Defensive,Education & Training Services
7698,Consumer Defensive,Food Distribution
9075,Industrials,Trucking
7679,Healthcare,Pharmaceutical Retailers
4506,Healthcare,Drug Manufacturers - Specialty & Generic
9211,Communication Services,Advertising Agencies
2337,Real Estate,Real Estate Services
9701,Consumer Cyclical,Restaurants
3175,Consumer Cyclical,Restaurants
3174,Consumer Cyclical,Specialty Retail
2874,Consumer Defensive,Food Distribution
3231,Real Estate,Real Estate Services
298A,Technology,Information Technology Services
6166,Industrials,Specialty Industrial Machinery
2300,Consumer Cyclical,Personal Services
5283,Basic Materials,Building Materials
428A,Consumer Cyclical,Restaurants
5989,Consumer Cyclical,Auto Parts
9974,Consumer Defensive,Grocery Stores
5380,Industrials,Building Products & Equipment
6753,Technology,Consumer Electronics
9220,Healthcare,Medical Care Facilities
1447,Technology,Information Technology Services
5870,Consumer Cyclical,Auto & Truck Dealerships
2588,Utilities,Utilities - Regulated Water
9171,Industrials,Marine Shipping
9635,Real Estate,Real Estate Services
3941,Consumer Cyclical,Packaging & Containers
4657,Industrials,Waste Management
1380,Consumer Defensive,Farm Products
3063,Consumer Cyclical,Restaurants
3199,Consumer Cyclical,Home Improvement Retail
9557,Consumer Cyclical,Internet Retail
9434,Communication Services,Telecom Services
4241,Industrials,Conglomerates
7901,Basic Materials,Paper & Paper Products
6817,Technology,Electronic Components
5998,Industrials,Tools & Accessories
4409,Basic Materials,Specialty Chemicals
5261,Consumer Cyclical,Resorts & Casinos
4760,Communication Services,Advertising Agencies
7646,Consumer Defensive,Discount Stores
8244,Consumer Cyclical,Department Stores
7063,Communication Services,Advertising Agencies
2686,Consumer Cyclical,Apparel Retail
3392,Consumer Defensive,Packaged Foods
5233,Basic Materials,Building Materials
4324,Communication Services,Advertising Agencies
9362,Industrials,Marine Shipping
9201,Industrials,Airlines
9731,Consumer Cyclical,Personal Services
6310,Industrials,Farm & Heavy Construction Machinery
9351,Industrials,Integrated Freight & Logistics
5021,Energy,Oil & Gas Integrated
4680,Consumer Cyclical,Leisure
9202,Industrials,Airlines
5411,Basic Materials,Steel
4679,Consumer Cyclical,Personal Services
205A,Consumer Cyclical,Residential Construction
8912,Real Estate,Real Estate Services
7127,Consumer Cyclical,Personal Services
4650,Communication Services,Entertainment
2791,Consumer Defensive,Grocery Stores
9206,Industrials,Airlines
7502,Consumer Cyclical,Personal Services
7320,Technology,Software - Application
9616,Consumer Cyclical,Lodging
9250,Technology,Information Technology Services
4040,Basic Materials,Chemicals
3034,Healthcare,Pharmaceutical Retailers
352A,Consumer Cyclical,Leisure
9850,Consumer Cyclical,Restaurants
9978,Consumer Cyclical,Specialty Retail
9009,Industrials,Railroads
4228,Basic Materials,Specialty Chemicals
4707,Industrials,Engineering & Construction
9369,Industrials,Integrated Freight & Logistics
1711,Utilities,Utilities - Renewable
9761,Real Estate,Real Estate Services
4502,Healthcare,Drug Manufacturers - Specialty & Generic
7426,Basic Materials,Lumber & Wood Production
8278,Consumer Cyclical,Department Stores
9324,Industrials,Specialty Business Services
