コード,銘柄名,ネットキャッシュ比率,ネットキャッシュ(億円),時価総額(億円),流動資産,投資有価証券,負債,決算期,市場
3242.T,アーバネットコーポレーション,0.446,87.7,196.8,53747530000,0,44974740000,2025-06-30,スタンダード（内国株式）
9242.T,メディア総研,0.444,10.2,23.0,1187426000,110000000,245074000,2024-07-31,グロース（内国株式）
7413.T,創健社,0.444,7.8,17.6,2297555000,384740000,1783120000,2025-03-31,スタンダード（内国株式）
7811.T,中本パックス,0.444,76.2,171.8,25240547000,1154102000,18429607000,2026-02-28,スタンダード（内国株式）
5355.T,日本坩堝,0.442,19.2,43.3,6729889000,1172919000,5635407000,2025-03-31,スタンダード（内国株式）
3467.T,アグレ都市デザイン,0.442,64.4,145.9,32500419000,4800000,26060152000,2025-03-31,スタンダード（内国株式）
6081.T,アライドアーキテクツ,0.441,13.8,31.2,2498434000,268074000,1310424000,2025-12-31,グロース（内国株式）
3001.T,片倉工業,0.439,355.6,810.2,58526000000,43321000000,53289000000,2025-12-31,スタンダード（内国株式）
3733.T,ソフトウェア・サービス,0.439,226.6,516.0,32639000000,454000000,10293000000,2025-10-31,スタンダード（内国株式）
6648.T,かわでん,0.439,120.4,274.2,19158767000,813429000,7685196000,2025-03-31,スタンダード（内国株式）
4052.T,フィーチャ,0.439,6.6,15.0,698224000,0,38222000,2024-06-30,グロース（内国株式）
6199.T,セラク,0.438,68.7,157.1,10911126000,550192000,4421563000,2025-08-31,スタンダード（内国株式）
2136.T,ヒップ,0.438,23.4,53.3,4260553000,0,1924771000,2025-03-31,スタンダード（内国株式）
4929.T,アジュバンホールディングス,0.437,25.6,58.6,3532459000,201882000,1113099000,2025-03-31,スタンダード（内国株式）
7284.T,盟和産業,0.436,19.7,45.2,14404083000,768643000,12972151000,2025-03-31,スタンダード（内国株式）
7416.T,はるやまホールディングス,0.436,46.2,105.8,23503388000,567654000,19283559000,2025-03-31,スタンダード（内国株式）
6612.T,バルミューダ,0.434,21.2,48.9,3972000000,0,1849000000,2025-12-31,グロース（内国株式）
5367.T,ニッカトー,0.432,74.4,172.4,10091569000,1942612000,4011497000,2025-03-31,スタンダード（内国株式）
6470.T,大豊工業,0.432,143.9,333.3,63902000000,5063000000,53055000000,2025-03-31,スタンダード（内国株式）
6255.T,エヌ・ピー・シー,0.432,75.7,175.3,9649605000,0,2075924000,2025-08-31,グロース（内国株式）
5965.T,フジマック,0.431,66.7,154.8,23457142000,3763249000,19417786000,2025-12-31,スタンダード（内国株式）
3195.T,ジェネレーションパス,0.431,16.3,37.8,4373930000,0,2741908000,2025-10-31,グロース（内国株式）
2370.T,メディネット,0.431,32.4,75.3,3611617000,154550000,476497000,2025-09-30,グロース（内国株式）
3926.T,オープンドア,0.43,34.4,80.0,2760741000,1625579000,457527000,2025-03-31,スタンダード（内国株式）
3181.T,買取王国,0.43,15.2,35.2,3517576000,231944000,2164681000,2025-02-28,スタンダード（内国株式）
4262.T,ニフティライフスタイル,0.429,38.1,88.9,5011437000,18550000,1213645000,2025-03-31,グロース（内国株式）
3996.T,サインポスト,0.429,10.9,25.3,2176703000,7193000,1094521000,2025-02-28,スタンダード（内国株式）
4479.T,マクアケ,0.428,45.6,106.6,6589893000,0,2033130000,2025-09-30,グロース（内国株式）
9036.T,東部ネットワーク,0.427,31.5,73.8,5959653000,2235934000,4372424000,2025-03-31,スタンダード（内国株式）
3969.T,エイトレッド,0.426,43.1,101.1,5435933000,0,1130517000,2025-03-31,スタンダード（内国株式）
7057.T,エヌ・シー・エヌ,0.426,11.4,26.8,4194291000,573312000,3456602000,2025-03-31,スタンダード（内国株式）
7819.T,粧美堂,0.426,46.7,109.8,12158913000,1465115000,8510634000,2025-09-30,スタンダード（内国株式）
3070.T,ジェリービーンズグループ,0.425,30.9,72.6,4752488000,72603000,1714556000,2026-01-31,グロース（内国株式）
6171.T,土木管理総合試験所,0.425,23.8,55.9,4313381000,345615000,2177465000,2025-12-31,スタンダード（内国株式）
6185.T,ＳＭＮ,0.425,23.9,56.3,4377902000,0,1982930000,2025-03-31,スタンダード（内国株式）
9240.T,デリバリーコンサルティング,0.424,9.3,22.0,1305919000,0,371712000,2025-07-31,グロース（内国株式）
3858.T,ユビキタスＡＩ,0.424,16.4,38.8,2513353000,265341000,1054429000,2025-03-31,スタンダード（内国株式）
5888.T,ＤＡＩＷＡ　ＣＹＣＬＥ,0.422,33.2,78.5,6588548000,0,3273261000,2026-01-31,グロース（内国株式）
1783.T,ｆａｎｔａｓｉｓｔａ,0.422,46.5,110.2,7511524000,0,2860317000,2025-09-30,スタンダード（内国株式）
4198.T,テンダ,0.422,14.4,34.0,2518171000,579000,1082633000,2025-05-31,スタンダード（内国株式）
5103.T,昭和ホールディングス,0.421,12.5,29.6,3052471000,2302207000,3418889000,2025-03-31,スタンダード（内国株式）
5284.T,ヤマウホールディングス,0.421,56.9,135.2,16823114000,499110000,11485347000,2025-03-31,スタンダード（内国株式）
3374.T,内外テック,0.421,44.9,106.7,16721165000,649945000,12683075000,2025-03-31,スタンダード（内国株式）
1438.T,岐阜造園,0.42,24.9,59.2,3861351000,369608000,1631853000,2025-09-30,スタンダード（内国株式）
3912.T,モバイルファクトリー,0.419,29.8,71.2,3793779000,123912000,895672000,2025-12-31,スタンダード（内国株式）
4664.T,アール・エス・シー,0.418,10.9,26.1,2927502000,210551000,1982107000,2025-03-31,スタンダード（内国株式）
2498.T,オリエンタルコンサルタンツホールディングス,0.417,149.5,358.8,62162024000,3258395000,49492963000,2025-09-30,スタンダード（内国株式）
7374.T,コンフィデンス・インターワークス,0.417,40.4,96.9,4829268000,15000000,797489000,2025-03-31,グロース（内国株式）
5936.T,東洋シヤッター,0.417,23.1,55.3,11414836000,169844000,9226440000,2025-03-31,スタンダード（内国株式）
6633.T,ＣＧＳホールディングス,0.417,13.8,33.2,4223365000,1092751000,3604820000,2025-12-31,スタンダード（内国株式）
4440.T,ヴィッツ,0.415,18.7,45.1,2813136000,418706000,1234366000,2025-08-31,スタンダード（内国株式）
3945.T,スーパーバッグ,0.415,13.4,32.2,10173000000,1483000000,9873000000,2025-03-31,スタンダード（内国株式）
6424.T,高見沢サイバネティックス,0.415,16.2,39.0,11853753000,929234000,10884154000,2025-03-31,スタンダード（内国株式）
3675.T,クロス・マーケティンググループ,0.415,47.0,113.1,12870147000,370854000,8434312000,2025-06-30,スタンダード（内国株式）
4124.T,大阪油化工業,0.414,9.0,21.6,1103935000,0,208657000,2025-09-30,スタンダード（内国株式）
7836.T,アビックス,0.413,11.6,28.1,2566492000,56098000,1445793000,2025-03-31,スタンダード（内国株式）
7505.T,扶桑電通,0.413,100.6,243.9,27634979000,9619935000,24307899000,2025-09-30,スタンダード（内国株式）
4031.T,片倉コープアグリ,0.413,44.2,106.9,29878000000,1100000000,26231000000,2025-03-31,スタンダード（内国株式）
5244.T,ｊｉｇ．ｊｐ,0.412,30.0,72.9,5661360000,0,2659189000,2025-03-31,グロース（内国株式）
7049.T,識学,0.411,27.6,67.1,4150368000,91272000,1457779000,2025-02-28,グロース（内国株式）
5013.T,ユシロ,0.408,176.5,432.4,31694000000,6270000000,18435000000,2025-03-31,スタンダード（内国株式）
7608.T,エスケイジャパン,0.408,52.4,128.5,6325451000,161466000,1195804000,2025-02-28,スタンダード（内国株式）
4113.T,田岡化学工業,0.408,43.8,107.5,16226000000,88000000,11908000000,2025-03-31,スタンダード（内国株式）
7043.T,アルー,0.408,9.5,23.4,1930742000,12267000,987020000,2025-12-31,グロース（内国株式）
4447.T,ピー・ビーシステムズ,0.407,10.7,26.2,1728241000,8153000,666722000,2025-09-30,グロース（内国株式）
4892.T,サイフューズ,0.407,24.3,59.6,3934464000,0,1508400000,2025-12-31,グロース（内国株式）
5161.T,西川ゴム工業,0.406,454.5,1120.3,76120000000,22877000000,46681000000,2025-03-31,スタンダード（内国株式）
7360.T,オンデック,0.406,6.8,16.9,818500000,102725000,205528000,2025-11-30,グロース（内国株式）
4197.T,アスマーク,0.406,10.8,26.7,1989603000,41048000,934475000,2025-11-30,スタンダード（内国株式）
2480.T,システム・ロケーション,0.404,24.2,59.9,2416683000,979134000,681339000,2025-03-31,スタンダード（内国株式）
4926.T,シーボン,0.403,20.2,50.1,4613892000,317142000,2819886000,2025-03-31,スタンダード（内国株式）
2440.T,ぐるなび,0.403,27.5,68.2,8644503000,367422000,6150898000,2025-03-31,スタンダード（内国株式）
9213.T,セイファート,0.403,5.4,13.4,1150442000,18252000,621361000,2025-12-31,スタンダード（内国株式）
6223.T,西部技研,0.402,176.0,438.2,33207000000,524000000,15973000000,2025-12-31,スタンダード（内国株式）
3648.T,ＡＧＳ,0.402,70.5,175.3,12499846000,2100214000,6915059000,2025-03-31,スタンダード（内国株式）
1717.T,明豊ファシリティワークス,0.402,43.2,107.5,6324955000,612580000,2430460000,2025-03-31,スタンダード（内国株式）
7048.T,ベルトラ,0.402,19.9,49.4,8336871000,7182000,6353631000,2025-12-31,グロース（内国株式）
4556.T,カイノス,0.401,39.9,99.7,5820525000,261536000,2009967000,2025-03-31,スタンダード（内国株式）
5834.T,ＳＢＩリーシングサービス,0.4,144.6,361.3,94742000000,461000000,80607000000,2025-03-31,グロース（内国株式）
2436.T,共同ピーアール,0.399,36.5,91.3,5515324000,126481000,1957469000,2025-12-31,スタンダード（内国株式）
7963.T,興研,0.399,36.0,90.1,11529589000,1023433000,8646391000,2025-12-31,スタンダード（内国株式）
4642.T,オリジナル設計,0.399,36.1,90.5,7263264000,1044400000,4387751000,2025-12-31,スタンダード（内国株式）
4884.T,クリングルファーマ,0.398,12.9,32.3,2055494000,0,770109000,2025-09-30,グロース（内国株式）
3937.T,Ｕｂｉｃｏｍホールディングス,0.397,45.8,115.4,6604056000,352449000,2268617000,2025-03-31,スタンダード（内国株式）
4445.T,リビン・テクノロジーズ,0.396,14.5,36.5,2833857000,324219000,1612712000,2025-09-30,グロース（内国株式）
6029.T,アトラグループ,0.396,8.4,21.1,2786085000,689716000,2431663000,2025-12-31,スタンダード（内国株式）
4169.T,ＥＮＥＣＨＡＮＧＥ,0.393,36.1,91.7,5475642000,1419994000,2860063000,2025-03-31,グロース（内国株式）
7058.T,共栄セキュリティーサービス,0.393,17.1,43.5,3468011000,85465000,1820442000,2025-03-31,スタンダード（内国株式）
4335.T,ＩＰＳホールディングス,0.393,11.2,28.6,2224740000,4945000,1104727000,2024-06-30,スタンダード（内国株式）
2003.T,日東富士製粉,0.393,248.0,631.1,32444000000,8394000000,13521000000,2025-03-31,スタンダード（内国株式）
4263.T,サスメド,0.393,45.7,116.3,4898414000,0,327789000,2024-06-30,グロース（内国株式）
2983.T,アールプランナー,0.392,59.5,151.7,33239452000,0,27287407000,2026-01-31,グロース（内国株式）
4361.T,川口化学工業,0.392,6.9,17.5,6371550000,69344000,5734569000,2025-11-30,スタンダード（内国株式）
9467.T,アルファポリス,0.392,128.8,328.4,16053100000,8000000,3183344000,2025-03-31,グロース（内国株式）
2311.T,エプコ,0.392,28.0,71.4,3796207000,239639000,1167591000,2025-12-31,スタンダード（内国株式）
6145.T,ＮＩＴＴＯＫＵ,0.391,198.1,506.2,41527000000,2999000000,23815000000,2025-03-31,スタンダード（内国株式）
1736.T,オーテック,0.389,142.0,365.0,21555712000,6297294000,11768793000,2025-03-31,スタンダード（内国株式）
4685.T,菱友システムズ,0.389,149.4,383.9,22989000000,2077000000,9501000000,2025-03-31,スタンダード（内国株式）
6090.T,ヒューマン・メタボローム・テクノロジーズ,0.388,14.3,37.0,1864807000,49980000,466011000,2025-06-30,スタンダード（内国株式）
4671.T,ファルコホールディングス,0.387,100.3,259.0,18228000000,3675000000,10767000000,2025-03-31,スタンダード（内国株式）
5589.T,オートサーバー,0.387,79.5,205.6,15231554000,9944000,7284057000,2025-12-31,スタンダード（内国株式）
3988.T,ＳＹＳホールディングス,0.386,22.5,58.3,6326114000,122961000,4160629000,2025-07-31,スタンダード（内国株式）
4068.T,ベイシス,0.386,12.5,32.4,3265555000,0,2015997000,2024-06-30,グロース（内国株式）
7687.T,ミクリード,0.385,10.4,27.1,1975000000,0,934000000,2025-03-31,グロース（内国株式）
7980.T,重松製作所,0.384,23.1,60.0,10433841000,1931600000,9480661000,2025-03-31,スタンダード（内国株式）
9244.T,デジタリフト,0.383,5.7,15.0,1954752000,120078000,1464331000,2025-09-30,グロース（内国株式）
4488.T,ＡＩ　ｉｎｓｉｄｅ,0.381,35.6,93.5,5978625000,1192000,2419625000,2025-03-31,グロース（内国株式）
4414.T,フレクト,0.38,23.3,61.2,3733005000,102312000,1476197000,2025-03-31,グロース（内国株式）
4346.T,ＮＥＸＹＺ．Ｇｒｏｕｐ,0.38,36.4,95.7,15914000000,5832000000,16359000000,2025-09-30,スタンダード（内国株式）
2437.T,Ｓｈｉｎｗａ　Ｗｉｓｅ　Ｈｏｌｄｉｎｇｓ,0.38,16.8,44.3,2643516000,7564000,965193000,2025-05-31,スタンダード（内国株式）
5729.T,日本精鉱,0.379,60.9,160.6,14972851000,173118000,9004714000,2025-03-31,スタンダード（内国株式）
4832.T,ＪＦＥシステムズ,0.378,226.6,599.9,40271064000,1864859000,18920734000,2025-03-31,スタンダード（内国株式）
3361.T,トーエル,0.378,60.4,160.1,11417447000,1462857000,6396755000,2025-04-30,スタンダード（内国株式）
3974.T,ＳＣＡＴ,0.378,6.7,17.7,1615947000,69750000,997227000,2025-10-31,スタンダード（内国株式）
4464.T,ソフト９９コーポレーション,0.377,298.4,791.5,32275527000,8039073000,8062199000,2025-03-31,スタンダード（内国株式）
4476.T,ＡＩ　ＣＲＯＳＳ,0.377,14.7,38.9,2566973000,56058000,1138228000,2025-12-31,グロース（内国株式）
6408.T,小倉クラッチ,0.376,25.1,66.9,31118000000,1010000000,29312000000,2025-03-31,スタンダード（内国株式）
9558.T,ジャパニアス,0.375,29.7,79.2,5357456000,30000000,2406829000,2025-11-30,グロース（内国株式）
7343.T,ブロードマインド,0.374,25.1,67.0,3844982000,108690000,1412031000,2025-03-31,グロース（内国株式）
2391.T,プラネット,0.374,29.9,79.9,3219530000,1289289000,1130315000,2024-07-31,スタンダード（内国株式）
7727.T,オーバル,0.374,60.4,161.5,13452205000,1084479000,8172991000,2025-03-31,スタンダード（内国株式）
9982.T,タキヒヨー,0.374,93.1,248.7,23581000000,5786000000,18323000000,2026-02-28,スタンダード（内国株式）
2488.T,ＪＴＰ,0.373,29.7,79.6,5221856000,0,2255941000,2025-03-31,スタンダード（内国株式）
2790.T,ナフコ,0.373,192.7,516.0,90228000000,405000000,71240000000,2025-03-31,スタンダード（内国株式）
6554.T,エスユーエス,0.371,33.1,89.1,5570000000,192000000,2398000000,2025-09-30,グロース（内国株式）
4814.T,ネクストウェア,0.371,7.9,21.3,1017014000,140211000,323558000,2025-03-31,スタンダード（内国株式）
5025.T,マーキュリー,0.369,6.5,17.6,939252000,11200000,298241000,2025-02-28,グロース（内国株式）
