コード,連動銘柄,連動銘柄名,相関
6803.T,6444.T,サンデン,0.223
6803.T,6343.T,フリージア・マクロス,0.222
6803.T,3903.T,ｇｕｍｉ,0.222
6803.T,6986.T,双葉電子工業,0.221
6803.T,7022.T,サノヤスホールディングス,0.218
6822.T,3489.T,フェイスネットワーク,0.381
6822.T,4320.T,ＣＥホールディングス,0.379
6822.T,6013.T,タクマ,0.335
6822.T,5484.T,東北特殊鋼,0.325
6822.T,6965.T,浜松ホトニクス,0.318
6822.T,3393.T,スターティアホールディングス,0.317
6822.T,5644.T,メタルアート,0.301
6822.T,6807.T,日本航空電子工業,0.295
6822.T,4047.T,関東電化工業,0.293
6822.T,3864.T,三菱製紙,0.285
6822.T,6158.T,和井田製作所,0.282
6822.T,6284.T,日精エー・エス・ビー機械,0.281
6822.T,7505.T,扶桑電通,0.281
6822.T,6292.T,カワタ,0.28
6822.T,6227.T,ＡＩメカテック,0.278
6822.T,7972.T,イトーキ,0.273
6822.T,9880.T,イノテック,0.271
6822.T,3446.T,ジェイテックコーポレーション,0.271
6822.T,7022.T,サノヤスホールディングス,0.257
6822.T,5010.T,日本精蝋,0.255
6853.T,4028.T,石原産業,0.332
6853.T,6914.T,オプテックスグループ,0.329
6853.T,6145.T,ＮＩＴＴＯＫＵ,0.327
6853.T,5232.T,住友大阪セメント,0.326
6853.T,7726.T,黒田精工,0.324
6853.T,7220.T,武蔵精密工業,0.321
6853.T,6997.T,日本ケミコン,0.317
6853.T,6479.T,ミネベアミツミ,0.312
6853.T,7637.T,白銅,0.304
6853.T,4980.T,デクセリアルズ,0.304
6853.T,6844.T,新電元工業,0.304
6853.T,6481.T,ＴＨＫ,0.304
6853.T,268A.T,リガク・ホールディングス,0.303
6853.T,6518.T,三相電機,0.302
6853.T,4970.T,東洋合成工業,0.297
6853.T,7990.T,グローブライド,0.292
6853.T,6768.T,タムラ製作所,0.285
6853.T,6905.T,コーセル,0.284
6853.T,6327.T,北川精機,0.283
6853.T,5208.T,有沢製作所,0.279
6932.T,5208.T,有沢製作所,0.383
6932.T,6505.T,東洋電機製造,0.326
6932.T,5906.T,エムケー精工,0.313
6932.T,7224.T,新明和工業,0.305
6932.T,1813.T,不動テトラ,0.3
6932.T,7510.T,たけびし,0.298
6932.T,9962.T,ミスミグループ本社,0.294
6932.T,6653.T,正興電機製作所,0.276
6932.T,3153.T,八洲電機,0.274
6932.T,4026.T,神島化学工業,0.271
6932.T,6961.T,エンプラス,0.265
6932.T,3482.T,ロードスターキャピタル,0.263
6932.T,6941.T,山一電機,0.263
6932.T,1939.T,四電工,0.257
6932.T,6268.T,ナブテスコ,0.257
6932.T,1885.T,東亜建設工業,0.256
6932.T,1801.T,大成建設,0.255
6932.T,1952.T,新日本空調,0.255
6932.T,7917.T,ＺＡＣＲＯＳ,0.254
6932.T,3105.T,日清紡ホールディングス,0.252
7172.T,2982.T,ＡＤワークスグループ,0.364
7172.T,7148.T,ＦＰＧ,0.347
7172.T,6458.T,新晃工業,0.323
7172.T,1414.T,ショーボンドホールディングス,0.314
7172.T,7226.T,極東開発工業,0.285
7172.T,9658.T,ビジネスブレイン太田昭和,0.26
7172.T,6226.T,守谷輸送機工業,0.259
7172.T,7282.T,豊田合成,0.258
7172.T,6125.T,岡本工作機械製作所,0.253
7172.T,8473.T,ＳＢＩホールディングス,0.253
7172.T,9722.T,藤田観光,0.248
7172.T,1930.T,北陸電気工事,0.248
7172.T,5139.T,オープンワーク,0.247
7172.T,7235.T,東京ラヂエーター製造,0.244
7172.T,6817.T,スミダコーポレーション,0.238
7172.T,2445.T,タカミヤ,0.238
7172.T,3696.T,セレス,0.238
7172.T,1826.T,佐田建設,0.238
7172.T,8830.T,住友不動産,0.235
7172.T,1852.T,淺沼組,0.231
7217.T,9466.T,アイドママーケティングコミュニケーション,0.336
7217.T,3068.T,ＷＤＩ,0.329
7217.T,7343.T,ブロードマインド,0.328
7217.T,2169.T,ＣＤＳ,0.328
7217.T,7514.T,ヒマラヤ,0.328
7217.T,9636.T,きんえい,0.325
7217.T,7953.T,菊水化学工業,0.317
7217.T,2481.T,タウンニュース社,0.312
7217.T,2904.T,一正蒲鉾,0.307
7217.T,3059.T,ヒラキ,0.307
7217.T,2911.T,旭松食品,0.304
7217.T,4623.T,アサヒペン,0.304
7217.T,7872.T,エステールホールディングス,0.302
7217.T,2798.T,ワイズテーブルコーポレーション,0.299
7217.T,9849.T,共同紙販ホールディングス,0.298
7217.T,4929.T,アジュバンホールディングス,0.297
7217.T,3524.T,日東製網,0.296
7217.T,3329.T,東和フードサービス,0.295
7217.T,3065.T,ライフフーズ,0.294
7217.T,2464.T,Ａｏｂａ‐ＢＢＴ,0.293
7231.T,5541.T,大平洋金属,0.421
7231.T,5142.T,アキレス,0.414
7231.T,1870.T,矢作建設工業,0.409
7231.T,5482.T,愛知製鋼,0.409
7231.T,4028.T,石原産業,0.39
7231.T,5411.T,ＪＦＥホールディングス,0.378
7231.T,8075.T,神鋼商事,0.37
7231.T,6332.T,月島ホールディングス,0.367
7231.T,7239.T,タチエス,0.366
7231.T,7246.T,プレス工業,0.365
7231.T,8078.T,阪和興業,0.361
7231.T,5440.T,共英製鋼,0.357
7231.T,8074.T,ＹＵＡＳＡ,0.357
7231.T,6986.T,双葉電子工業,0.351
7231.T,6850.T,チノー,0.351
7231.T,5975.T,東プレ,0.348
7231.T,7203.T,トヨタ自動車,0.348
7231.T,9505.T,北陸電力,0.345
7231.T,5976.T,高周波熱錬,0.344
7231.T,4634.T,ａｒｔｉｅｎｃｅ,0.344
7255.T,2594.T,キーコーヒー,0.366
7255.T,3293.T,アズマハウス,0.353
7255.T,5941.T,中西製作所,0.335
7255.T,3571.T,ソトー,0.331
7255.T,3557.T,ユナイテッド＆コレクティブ,0.331
7255.T,5923.T,高田機工,0.321
7255.T,3190.T,ホットマン,0.32
7255.T,8130.T,サンゲツ,0.311
7255.T,9986.T,蔵王産業,0.311
7255.T,2818.T,ピエトロ,0.309
7255.T,2683.T,魚喜,0.309
7255.T,1420.T,サンヨーホームズ,0.308
7255.T,3951.T,朝日印刷,0.306
7255.T,2816.T,ダイショー,0.306
7255.T,7939.T,研創,0.305
7255.T,7621.T,うかい,0.304
7255.T,9064.T,ヤマトホールディングス,0.302
7255.T,2922.T,なとり,0.301
7255.T,7514.T,ヒマラヤ,0.301
7255.T,9639.T,三協フロンテア,0.3
7270.T,7267.T,本田技研工業,0.628
7270.T,7203.T,トヨタ自動車,0.626
7270.T,7261.T,マツダ,0.569
7270.T,7201.T,日産自動車,0.557
7270.T,6902.T,デンソー,0.503
7270.T,7313.T,テイ・エス　テック,0.463
7270.T,7269.T,スズキ,0.456
7270.T,7259.T,アイシン,0.455
7270.T,5108.T,ブリヂストン,0.451
7270.T,7211.T,三菱自動車工業,0.436
7270.T,3116.T,トヨタ紡織,0.38
7270.T,5110.T,住友ゴム工業,0.372
7270.T,7751.T,キヤノン,0.361
7270.T,4902.T,コニカミノルタ,0.36
7270.T,7202.T,いすゞ自動車,0.356
7270.T,7276.T,小糸製作所,0.346
7270.T,3034.T,クオールホールディングス,0.345
7270.T,1911.T,住友林業,0.336
7270.T,1928.T,積水ハウス,0.332
7270.T,5406.T,神戸製鋼所,0.331
7480.T,4746.T,東計電算,0.482
7480.T,7609.T,ダイトロン,0.429
7480.T,3276.T,ＪＰＭＣ,0.418
7480.T,7272.T,ヤマハ発動機,0.4
7480.T,6737.T,ＥＩＺＯ,0.36
7480.T,3132.T,マクニカホールディングス,0.347
7480.T,4968.T,荒川化学工業,0.343
7480.T,9908.T,日本電計,0.305
7480.T,3374.T,内外テック,0.303
7480.T,8159.T,立花エレテック,0.302
7480.T,3036.T,アルコニックス,0.302
7480.T,8137.T,サンワテクノス,0.297
7480.T,6863.T,ニレコ,0.291
7480.T,6440.T,ＪＵＫＩ,0.285
7480.T,5208.T,有沢製作所,0.285
7480.T,6645.T,オムロン,0.281
7480.T,6481.T,ＴＨＫ,0.281
7480.T,5702.T,大紀アルミニウム工業所,0.277
7480.T,6145.T,ＮＩＴＴＯＫＵ,0.275
7480.T,6134.T,ＦＵＪＩ,0.272
7514.T,2798.T,ワイズテーブルコーポレーション,0.903
7514.T,3065.T,ライフフーズ,0.901
7514.T,9661.T,歌舞伎座,0.896
7514.T,2816.T,ダイショー,0.895
7514.T,2683.T,魚喜,0.882
7514.T,2818.T,ピエトロ,0.879
7514.T,2186.T,ソーバル,0.86
7514.T,9950.T,ハチバン,0.851
7514.T,2169.T,ＣＤＳ,0.847
7514.T,2904.T,一正蒲鉾,0.843
7514.T,2268.T,Ｂ－Ｒ　サーティワン　アイスクリーム,0.841
7514.T,9846.T,天満屋ストア,0.841
7514.T,3059.T,ヒラキ,0.835
7514.T,3800.T,ユニリタ,0.825
7514.T,9656.T,グリーンランドリゾート,0.821
7514.T,9986.T,蔵王産業,0.818
7514.T,2747.T,北雄ラッキー,0.812
7514.T,9849.T,共同紙販ホールディングス,0.812
7514.T,2226.T,湖池屋,0.811
7514.T,9636.T,きんえい,0.808
7673.T,2769.T,ヴィレッジヴァンガードコーポレーション,0.41
7673.T,2493.T,イーサポートリンク,0.353
7673.T,5990.T,スーパーツール,0.334
7673.T,4172.T,Ｈｉクラテス,0.324
7673.T,7514.T,ヒマラヤ,0.322
7673.T,3297.T,東武住販,0.317
7673.T,2683.T,魚喜,0.313
7673.T,9661.T,歌舞伎座,0.312
7673.T,6233.T,ＫＬＡＳＳ,0.31
7673.T,6150.T,タケダ機械,0.31
7673.T,2169.T,ＣＤＳ,0.307
7673.T,9993.T,ヤマザワ,0.303
7673.T,2751.T,テンポスホールディングス,0.302
7673.T,7682.T,浜木綿,0.302
7673.T,9846.T,天満屋ストア,0.3
7673.T,6819.T,伊豆シャボテンリゾート,0.298
7673.T,2186.T,ソーバル,0.297
7673.T,2268.T,Ｂ－Ｒ　サーティワン　アイスクリーム,0.295
7673.T,2883.T,大冷,0.294
7673.T,5589.T,オートサーバー,0.293
7702.T,7840.T,フランスベッドホールディングス,0.405
7702.T,7596.T,魚力,0.397
7702.T,4951.T,エステー,0.362
7702.T,2003.T,日東富士製粉,0.346
7702.T,2922.T,なとり,0.344
7702.T,2305.T,スタジオアリス,0.338
7702.T,2908.T,フジッコ,0.337
7702.T,8999.T,グランディハウス,0.336
7702.T,9644.T,タナベコンサルティンググループ,0.324
7702.T,9788.T,ナック,0.323
7702.T,7590.T,タカショー,0.32
7702.T,5357.T,ヨータイ,0.319
7702.T,1375.T,ユキグニファクトリー,0.319
7702.T,2209.T,井村屋グループ,0.312
7702.T,8029.T,ルックホールディングス,0.307
7702.T,8793.T,ＮＥＣキャピタルソリューション,0.304
7702.T,3199.T,綿半ホールディングス,0.3
7702.T,7482.T,シモジマ,0.295
7702.T,1780.T,ヤマウラ,0.295
7702.T,4928.T,ノエビアホールディングス,0.294
7717.T,6622.T,ダイヘン,0.591
7717.T,6490.T,ＰＩＬＬＡＲ,0.576
7717.T,6855.T,日本電子材料,0.571
7717.T,6768.T,タムラ製作所,0.551
7717.T,4368.T,扶桑化学工業,0.542
7717.T,285A.T,キオクシアホールディングス,0.54
7717.T,6961.T,エンプラス,0.539
7717.T,7729.T,東京精密,0.536
7717.T,4971.T,メック,0.536
7717.T,6856.T,堀場製作所,0.533
7717.T,6779.T,日本電波工業,0.532
7717.T,6264.T,マルマエ,0.523
7717.T,4187.T,大阪有機化学工業,0.521
7717.T,6278.T,ユニオンツール,0.521
7717.T,6999.T,ＫＯＡ,0.52
7717.T,6941.T,山一電機,0.519
7717.T,6871.T,日本マイクロニクス,0.518
7717.T,6407.T,ＣＫＤ,0.518
7717.T,6800.T,ヨコオ,0.516
7717.T,3891.T,ニッポン高度紙工業,0.516
7803.T,4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,0.379
7803.T,3763.T,プロシップ,0.356
7803.T,6430.T,ダイコク電機,0.345
7803.T,9467.T,アルファポリス,0.324
7803.T,4256.T,サインド,0.323
7803.T,3989.T,シェアリングテクノロジー,0.316
7803.T,4776.T,サイボウズ,0.299
7803.T,3288.T,オープンハウスグループ,0.295
7803.T,4480.T,メドレー,0.289
7803.T,5255.T,モンスターラボ,0.289
7803.T,9612.T,ラックランド,0.287
7803.T,7685.T,ＢｕｙＳｅｌｌ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,0.286
7803.T,4418.T,ＪＤＳＣ,0.285
7803.T,3001.T,片倉工業,0.283
7803.T,9404.T,日本テレビホールディングス,0.281
7803.T,3663.T,セルシス,0.28
7803.T,4373.T,シンプレクス・ホールディングス,0.277
7803.T,9553.T,マイクロアド,0.271
7803.T,3911.T,Ａｉｍｉｎｇ,0.27
7803.T,4475.T,ＨＥＮＮＧＥ,0.27
7864.T,1414.T,ショーボンドホールディングス,0.318
7864.T,2181.T,パーソルホールディングス,0.304
7864.T,6458.T,新晃工業,0.293
7864.T,5947.T,リンナイ,0.284
7864.T,2811.T,カゴメ,0.282
7864.T,8075.T,神鋼商事,0.28
7864.T,4452.T,花王,0.277
7864.T,2216.T,カンロ,0.276
7864.T,5440.T,共英製鋼,0.275
7864.T,2607.T,不二製油,0.273
7864.T,2445.T,タカミヤ,0.273
7864.T,7984.T,コクヨ,0.271
7864.T,7752.T,リコー,0.267
7864.T,4205.T,日本ゼオン,0.266
7864.T,4553.T,東和薬品,0.261
7864.T,7951.T,ヤマハ,0.26
7864.T,8214.T,ＡＯＫＩホールディングス,0.259
7864.T,1762.T,高松コンストラクショングループ,0.258
7864.T,3964.T,オークネット,0.258
7864.T,4540.T,ツムラ,0.255
7921.T,7679.T,薬王堂ホールディングス,0.365
7921.T,4641.T,アルプス技研,0.362
7921.T,7893.T,プロネクサス,0.359
7921.T,4743.T,アイティフォー,0.358
7921.T,2811.T,カゴメ,0.357
7921.T,7459.T,メディパルホールディングス,0.352
7921.T,8008.T,ヨンドシーホールディングス,0.346
7921.T,3916.T,デジタル・インフォメーション・テクノロジー,0.344
7921.T,8153.T,モスフードサービス,0.34
7921.T,7458.T,第一興商,0.338
7921.T,2124.T,ジェイエイシーリクルートメント,0.337
7921.T,9651.T,日本プロセス,0.333
7921.T,9832.T,オートバックスセブン,0.331
7921.T,2216.T,カンロ,0.33
7921.T,2296.T,伊藤ハム米久ホールディングス,0.329
7921.T,4671.T,ファルコホールディングス,0.328
7921.T,9052.T,山陽電気鉄道,0.327
7921.T,9974.T,ベルク,0.326
7921.T,2305.T,スタジオアリス,0.326
7921.T,2209.T,井村屋グループ,0.324
7927.T,4272.T,日本化薬,0.661
7927.T,2483.T,翻訳センター,0.566
7927.T,4205.T,日本ゼオン,0.518
7927.T,3467.T,アグレ都市デザイン,0.513
7927.T,8214.T,ＡＯＫＩホールディングス,0.491
7927.T,7637.T,白銅,0.48
7927.T,1945.T,東京エネシス,0.443
7927.T,7183.T,あんしん保証,0.43
7927.T,3968.T,セグエグループ,0.424
7927.T,7490.T,日新商事,0.421
7927.T,5036.T,日本ビジネスシステムズ,0.418
7927.T,7915.T,ＮＩＳＳＨＡ,0.418
7927.T,4386.T,ＳＩＧグループ,0.418
7927.T,2533.T,オエノンホールディングス,0.402
7927.T,3101.T,東洋紡,0.4
7927.T,4536.T,参天製薬,0.398
7927.T,256A.T,飛島ホールディングス,0.386
7927.T,5233.T,太平洋セメント,0.374
7927.T,2445.T,タカミヤ,0.373
7927.T,7433.T,伯東,0.372
7949.T,1929.T,日特建設,0.453
7949.T,1882.T,東亜道路工業,0.423
7949.T,1898.T,世紀東急工業,0.412
7949.T,7241.T,フタバ産業,0.393
7949.T,5482.T,愛知製鋼,0.386
7949.T,9991.T,ジェコス,0.384
7949.T,8793.T,ＮＥＣキャピタルソリューション,0.364
7949.T,5911.T,横河ブリッジホールディングス,0.355
7949.T,5930.T,文化シヤッター,0.353
7949.T,6430.T,ダイコク電機,0.34
7949.T,7282.T,豊田合成,0.332
7949.T,1802.T,大林組,0.331
7949.T,1888.T,若築建設,0.328
7949.T,7278.T,エクセディ,0.327
7949.T,1925.T,大和ハウス工業,0.324
7949.T,9856.T,ケーユーホールディングス,0.322
7949.T,1762.T,高松コンストラクショングループ,0.318
7949.T,1964.T,中外炉工業,0.316
7949.T,1972.T,三晃金属工業,0.315
7949.T,6455.T,モリタホールディングス,0.311
7951.T,7751.T,キヤノン,0.438
7951.T,5108.T,ブリヂストン,0.425
7951.T,7752.T,リコー,0.425
7951.T,4902.T,コニカミノルタ,0.355
7951.T,7267.T,本田技研工業,0.35
7951.T,7272.T,ヤマハ発動機,0.346
7951.T,7944.T,ローランド,0.342
7951.T,7203.T,トヨタ自動車,0.339
7951.T,6923.T,スタンレー電気,0.324
7951.T,7733.T,オリンパス,0.323
7951.T,1721.T,コムシスホールディングス,0.318
7951.T,7201.T,日産自動車,0.317
7951.T,7259.T,アイシン,0.307
7951.T,7276.T,小糸製作所,0.301
7951.T,6902.T,デンソー,0.3
7951.T,4553.T,東和薬品,0.297
7951.T,2201.T,森永製菓,0.297
7951.T,1928.T,積水ハウス,0.295
7951.T,2181.T,パーソルホールディングス,0.292
7951.T,7846.T,パイロットコーポレーション,0.29
7976.T,7984.T,コクヨ,0.386
7976.T,1762.T,高松コンストラクショングループ,0.303
7976.T,9830.T,トラスコ中山,0.285
7976.T,9902.T,日伝,0.285
7976.T,6523.T,ＰＨＣホールディングス,0.282
7976.T,6351.T,鶴見製作所,0.281
7976.T,7846.T,パイロットコーポレーション,0.275
7976.T,4526.T,理研ビタミン,0.251
7976.T,6454.T,マックス,0.234
7976.T,8133.T,伊藤忠エネクス,0.232
7976.T,8053.T,住友商事,0.231
7976.T,1882.T,東亜道路工業,0.231
7976.T,7956.T,ピジョン,0.23
7976.T,4661.T,オリエンタルランド,0.23
7976.T,7810.T,クロスフォー,0.227
7976.T,7946.T,光陽社,0.225
7976.T,6455.T,モリタホールディングス,0.221
7976.T,9621.T,建設技術研究所,0.221
7976.T,5975.T,東プレ,0.221
7976.T,9037.T,ハマキョウレックス,0.217
8051.T,7965.T,象印マホービン,0.359
8051.T,8897.T,ＭＩＲＡＲＴＨホールディングス,0.342
8051.T,6419.T,マースグループホールディングス,0.341
8051.T,6339.T,新東工業,0.339
8051.T,4246.T,ダイキョーニシカワ,0.325
8051.T,9007.T,小田急電鉄,0.319
8051.T,3156.T,レスター,0.313
8051.T,4118.T,カネカ,0.31
8051.T,2109.T,ＤＭ三井製糖,0.308
8051.T,4912.T,ライオン,0.308
8051.T,3002.T,グンゼ,0.308
8051.T,6412.T,平和,0.307
8051.T,9147.T,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス,0.303
8051.T,3284.T,フージャースホールディングス,0.301
8051.T,3034.T,クオールホールディングス,0.295
8051.T,7482.T,シモジマ,0.291
8051.T,5288.T,アジアパイルホールディングス,0.289
8051.T,3333.T,あさひ,0.288
8051.T,9347.T,日本管財ホールディングス,0.288
8051.T,9069.T,センコーグループホールディングス,0.286
8065.T,4220.T,リケンテクノス,0.362
8065.T,6912.T,菊水ホールディングス,0.35
8065.T,6481.T,ＴＨＫ,0.346
8065.T,4461.T,第一工業製薬,0.339
8065.T,6508.T,明電舎,0.339
8065.T,6387.T,サムコ,0.334
8065.T,7995.T,バルカー,0.334
8065.T,6651.T,日東工業,0.334
8065.T,6383.T,ダイフク,0.329
8065.T,6504.T,富士電機,0.327
8065.T,4004.T,レゾナック・ホールディングス,0.327
8065.T,6723.T,ルネサスエレクトロニクス,0.325
8065.T,4966.T,上村工業,0.324
8065.T,5706.T,三井金属,0.322
8065.T,6882.T,三社電機製作所,0.32
8065.T,4187.T,大阪有機化学工業,0.319
8065.T,6517.T,デンヨー,0.318
8065.T,6503.T,三菱電機,0.317
8065.T,1967.T,ヤマト,0.317
8065.T,4182.T,三菱瓦斯化学,0.314
8227.T,7538.T,大水,0.382
8227.T,6848.T,東亜ディーケーケー,0.311
8227.T,6894.T,パルステック工業,0.288
8227.T,3352.T,バッファロー,0.283
8227.T,1514.T,住石ホールディングス,0.277
8227.T,7810.T,クロスフォー,0.277
8227.T,9887.T,松屋フーズホールディングス,0.275
8227.T,8029.T,ルックホールディングス,0.266
8227.T,2002.T,日清製粉グループ本社,0.263
8227.T,9534.T,北海道瓦斯,0.26
8227.T,6612.T,バルミューダ,0.243
8227.T,7022.T,サノヤスホールディングス,0.241
8227.T,2897.T,日清食品ホールディングス,0.24
8227.T,7820.T,ニホンフラッシュ,0.238
8227.T,6087.T,アビスト,0.236
8227.T,4199.T,ワンダープラネット,0.236
8227.T,7057.T,エヌ・シー・エヌ,0.234
8227.T,4433.T,ヒト・コミュニケーションズ・ホールディングス,0.234
8227.T,4324.T,電通グループ,0.232
8227.T,8153.T,モスフードサービス,0.229
8508.T,6237.T,イワキポンプ,0.319
8508.T,6376.T,日機装,0.286
8508.T,3864.T,三菱製紙,0.284
8508.T,4064.T,日本カーバイド工業,0.272
8508.T,6013.T,タクマ,0.256
8508.T,9880.T,イノテック,0.249
8508.T,6145.T,ＮＩＴＴＯＫＵ,0.24
8508.T,3489.T,フェイスネットワーク,0.238
8508.T,6518.T,三相電機,0.238
8508.T,6822.T,大井電気,0.231
8508.T,7600.T,日本エム・ディ・エム,0.23
8508.T,6914.T,オプテックスグループ,0.226
8508.T,287A.T,黒田グループ,0.225
8508.T,4320.T,ＣＥホールディングス,0.218
8508.T,5703.T,日本軽金属ホールディングス,0.214
8508.T,1979.T,大氣社,0.211
8508.T,3891.T,ニッポン高度紙工業,0.21
8508.T,4047.T,関東電化工業,0.207
8508.T,6958.T,日本シイエムケイ,0.206
8508.T,6223.T,西部技研,0.205
8624.T,8616.T,東海東京フィナンシャル・ホールディングス,0.455
8624.T,8707.T,岩井コスモホールディングス,0.45
8624.T,8622.T,水戸証券,0.438
8624.T,8614.T,東洋証券,0.353
8624.T,8613.T,丸三証券,0.35
8624.T,8020.T,兼松,0.346
8624.T,4228.T,積水化成品工業,0.345
8624.T,7888.T,三光合成,0.328
8624.T,8708.T,アイザワ証券グループ,0.316
8624.T,5711.T,三菱マテリアル,0.308
8624.T,256A.T,飛島ホールディングス,0.302
