コード,連動銘柄,連動銘柄名,相関
4224.T,5976.T,高周波熱錬,0.58
4224.T,5302.T,日本カーボン,0.529
4224.T,4202.T,ダイセル,0.529
4224.T,9991.T,ジェコス,0.529
4224.T,5195.T,バンドー化学,0.526
4224.T,7466.T,ＳＰＫ,0.521
4224.T,5185.T,フコク,0.52
4224.T,4611.T,大日本塗料,0.514
4224.T,7231.T,トピー工業,0.512
4224.T,8020.T,兼松,0.511
4224.T,8076.T,カノークス,0.509
4224.T,9856.T,ケーユーホールディングス,0.508
4224.T,5959.T,岡部,0.508
4224.T,8098.T,稲畑産業,0.507
4224.T,6358.T,酒井重工業,0.505
4224.T,5357.T,ヨータイ,0.504
4224.T,4634.T,ａｒｔｉｅｎｃｅ,0.504
4224.T,6371.T,椿本チエイン,0.503
4224.T,6317.T,北川鉄工所,0.501
4231.T,6328.T,荏原実業,0.603
4231.T,7561.T,ハークスレイ,0.57
4231.T,4021.T,日産化学,0.563
4231.T,8093.T,極東貿易,0.557
4231.T,5351.T,品川リフラ,0.552
4231.T,6363.T,酉島製作所,0.55
4231.T,7989.T,立川ブラインド工業,0.549
4231.T,7231.T,トピー工業,0.54
4231.T,6390.T,加藤製作所,0.539
4231.T,8928.T,穴吹興産,0.533
4231.T,7241.T,フタバ産業,0.532
4231.T,4116.T,大日精化工業,0.528
4231.T,7239.T,タチエス,0.524
4231.T,7226.T,極東開発工業,0.524
4231.T,5715.T,古河機械金属,0.523
4231.T,8737.T,あかつき本社,0.522
4231.T,6151.T,日東工器,0.52
4231.T,1810.T,松井建設,0.516
4231.T,6919.T,ケル,0.515
4231.T,3489.T,フェイスネットワーク,0.515
4234.T,3402.T,東レ,0.467
4234.T,7780.T,メニコン,0.419
4234.T,6998.T,日本タングステン,0.386
4234.T,1711.T,ＳＤＳホールディングス,0.385
4234.T,4114.T,日本触媒,0.383
4234.T,5185.T,フコク,0.37
4234.T,1847.T,イチケン,0.368
4234.T,5142.T,アキレス,0.363
4234.T,4008.T,住友精化,0.36
4234.T,4527.T,ロート製薬,0.355
4234.T,6523.T,ＰＨＣホールディングス,0.35
4234.T,4241.T,アテクト,0.349
4234.T,9031.T,西日本鉄道,0.348
4234.T,8804.T,東京建物,0.346
4234.T,3877.T,中越パルプ工業,0.346
4234.T,4240.T,クラスターテクノロジー,0.344
4234.T,8869.T,明和地所,0.343
4234.T,6159.T,ミクロン精密,0.343
4234.T,4471.T,三洋化成工業,0.342
4234.T,2681.T,ゲオホールディングス,0.342
4341.T,6054.T,リブセンス,0.403
4341.T,3238.T,セントラル総合開発,0.348
4341.T,9621.T,建設技術研究所,0.345
4341.T,6284.T,日精エー・エス・ビー機械,0.339
4341.T,4634.T,ａｒｔｉｅｎｃｅ,0.334
4341.T,9959.T,アシードホールディングス,0.325
4341.T,6223.T,西部技研,0.318
4341.T,4994.T,大成ラミックグループ,0.315
4341.T,2183.T,リニカル,0.314
4341.T,8877.T,エスリード,0.314
4341.T,7266.T,今仙電機製作所,0.313
4341.T,8020.T,兼松,0.312
4341.T,6638.T,ミマキエンジニアリング,0.31
4341.T,8046.T,丸藤シートパイル,0.306
4341.T,5304.T,ＳＥＣカーボン,0.306
4341.T,9908.T,日本電計,0.3
4341.T,6333.T,ＴＥＩＫＯＫＵ,0.3
4341.T,6381.T,アネスト岩田,0.3
4341.T,5819.T,カナレ電気,0.299
4341.T,7917.T,ＺＡＣＲＯＳ,0.297
4360.T,5541.T,大平洋金属,0.433
4360.T,3023.T,ラサ商事,0.425
4360.T,167A.T,リョーサン菱洋ホールディングス,0.413
4360.T,6599.T,エブレン,0.412
4360.T,6568.T,神戸天然物化学,0.404
4360.T,5491.T,日本金属,0.402
4360.T,6258.T,平田機工,0.399
4360.T,5820.T,三ッ星,0.397
4360.T,6440.T,ＪＵＫＩ,0.394
4360.T,4633.T,サカタインクス,0.393
4360.T,6706.T,電気興業,0.387
4360.T,7231.T,トピー工業,0.382
4360.T,3878.T,巴川コーポレーション,0.38
4360.T,4044.T,セントラル硝子,0.38
4360.T,6158.T,和井田製作所,0.378
4360.T,5726.T,大阪チタニウムテクノロジーズ,0.371
4360.T,4274.T,細谷火工,0.37
4360.T,4406.T,新日本理化,0.369
4360.T,6962.T,大真空,0.369
4360.T,4116.T,大日精化工業,0.366
4387.T,2293.T,滝沢ハム,0.31
4387.T,3940.T,ノムラシステムコーポレーション,0.306
4387.T,9845.T,パーカーコーポレーション,0.294
4387.T,8207.T,テンアライド,0.294
4387.T,3750.T,ＡＤＲ１２０Ｓ,0.284
4387.T,6016.T,ジャパンエンジンコーポレーション,0.28
4387.T,7722.T,国際計測器,0.278
4387.T,3068.T,ＷＤＩ,0.272
4387.T,3434.T,アルファＣｏ,0.272
4387.T,7427.T,エコートレーディング,0.271
4387.T,6742.T,京三製作所,0.269
4387.T,6023.T,ダイハツインフィニアース,0.269
4387.T,7562.T,安楽亭,0.262
4387.T,6638.T,ミマキエンジニアリング,0.261
4387.T,7235.T,東京ラヂエーター製造,0.26
4387.T,3236.T,プロパスト,0.26
4387.T,2429.T,ワールドホールディングス,0.258
4387.T,7242.T,カヤバ,0.258
4387.T,6524.T,湖北工業,0.256
4387.T,6291.T,日本エアーテック,0.256
4569.T,4538.T,扶桑薬品工業,0.608
4569.T,7483.T,ドウシシャ,0.587
4569.T,8219.T,青山商事,0.577
4569.T,3360.T,シップヘルスケアホールディングス,0.54
4569.T,4502.T,武田薬品工業,0.527
4569.T,2908.T,フジッコ,0.522
4569.T,4507.T,塩野義製薬,0.517
4569.T,2264.T,森永乳業,0.517
4569.T,4521.T,科研製薬,0.515
4569.T,4534.T,持田製薬,0.509
4569.T,2613.T,Ｊ－オイルミルズ,0.502
4569.T,3028.T,アルペン,0.496
4569.T,2209.T,井村屋グループ,0.496
4569.T,7459.T,メディパルホールディングス,0.495
4569.T,8129.T,東邦ホールディングス,0.494
4569.T,9347.T,日本管財ホールディングス,0.49
4569.T,9044.T,ＮＡＮＫＡＩ,0.486
4569.T,4985.T,アース製薬,0.476
4569.T,2220.T,亀田製菓,0.475
4569.T,7226.T,極東開発工業,0.473
4624.T,1799.T,第一建設工業,0.341
4624.T,6472.T,ＮＴＮ,0.329
4624.T,5869.T,早稲田学習研究会,0.327
4624.T,2429.T,ワールドホールディングス,0.327
4624.T,6390.T,加藤製作所,0.322
4624.T,1443.T,技研ホールディングス,0.32
4624.T,8226.T,理経,0.32
4624.T,5570.T,ジェノバ,0.319
4624.T,9908.T,日本電計,0.315
4624.T,6471.T,日本精工,0.314
4624.T,1968.T,太平電業,0.313
4624.T,8015.T,豊田通商,0.311
4624.T,7951.T,ヤマハ,0.31
4624.T,7988.T,ニフコ,0.308
4624.T,3963.T,シンクロ・フード,0.307
4624.T,8137.T,サンワテクノス,0.306
4624.T,1926.T,ライト工業,0.303
4624.T,6384.T,昭和真空,0.302
4624.T,4635.T,東京インキ,0.302
4624.T,3501.T,ＳＵＭＩＮＯＥ,0.302
4629.T,6258.T,平田機工,0.475
4629.T,6771.T,池上通信機,0.426
4629.T,6383.T,ダイフク,0.377
4629.T,7367.T,セルム,0.372
4629.T,4167.T,ココペリ,0.363
4629.T,7287.T,日本精機,0.362
4629.T,4041.T,日本曹達,0.354
4629.T,7212.T,エフテック,0.351
4629.T,1430.T,ファーストコーポレーション,0.349
4629.T,4023.T,クレハ,0.348
4629.T,6840.T,ＡＫＩＢＡホールディングス,0.348
4629.T,6273.T,ＳＭＣ,0.348
4629.T,4047.T,関東電化工業,0.346
4629.T,8928.T,穴吹興産,0.341
4629.T,3299.T,ムゲンエステート,0.335
4629.T,5659.T,日本精線,0.329
4629.T,8891.T,ＡＭＧホールディングス,0.329
4629.T,6247.T,日阪製作所,0.322
4629.T,6588.T,東芝テック,0.322
4629.T,7995.T,バルカー,0.322
4705.T,5616.T,雨風太陽,0.467
4705.T,5331.T,ノリタケ,0.464
4705.T,9903.T,カンセキ,0.387
4705.T,6245.T,ヒラノテクシード,0.358
4705.T,3915.T,テラスカイ,0.343
4705.T,8012.T,長瀬産業,0.337
4705.T,6101.T,ツガミ,0.336
4705.T,6663.T,太洋テクノレックス,0.33
4705.T,6145.T,ＮＩＴＴＯＫＵ,0.326
4705.T,6941.T,山一電機,0.322
4705.T,5214.T,日本電気硝子,0.311
4705.T,3624.T,アクセルマーク,0.308
4705.T,8704.T,トレイダーズホールディングス,0.306
4705.T,9475.T,昭文社ホールディングス,0.305
4705.T,7537.T,丸文,0.302
4705.T,8697.T,日本取引所グループ,0.291
4705.T,6779.T,日本電波工業,0.288
4705.T,6340.T,澁谷工業,0.287
4705.T,3202.T,ダイトウボウ,0.286
4705.T,6479.T,ミネベアミツミ,0.283
4839.T,4936.T,アクシージア,0.422
4839.T,7795.T,ＫＹＯＲＩＴＳＵ,0.418
4839.T,350A.T,デジタルグリッド,0.409
4839.T,5976.T,高周波熱錬,0.405
4839.T,8098.T,稲畑産業,0.389
4839.T,9743.T,丹青社,0.382
4839.T,7414.T,小野建,0.374
4839.T,4634.T,ａｒｔｉｅｎｃｅ,0.374
4839.T,8081.T,カナデン,0.374
4839.T,1929.T,日特建設,0.368
4839.T,4826.T,ＣＩＪ,0.363
4839.T,8793.T,ＮＥＣキャピタルソリューション,0.362
4839.T,9273.T,コーア商事ホールディングス,0.362
4839.T,7723.T,愛知時計電機,0.361
4839.T,9248.T,人・夢・技術グループ,0.36
4839.T,7378.T,アシロ,0.358
4839.T,7949.T,小松ウオール工業,0.357
4839.T,1898.T,世紀東急工業,0.356
4839.T,3401.T,帝人,0.354
4839.T,4880.T,セルソース,0.354
5187.T,5955.T,ワイズホールディングス,0.418
5187.T,8860.T,フジ住宅,0.417
5187.T,1716.T,第一カッター興業,0.406
5187.T,6675.T,サクサ,0.405
5187.T,2055.T,日和産業,0.399
5187.T,1939.T,四電工,0.39
5187.T,7294.T,ヨロズ,0.39
5187.T,1904.T,大成温調,0.386
5187.T,463A.T,インテリックスホールディングス,0.383
5187.T,8135.T,ゼット,0.381
5187.T,7427.T,エコートレーディング,0.378
5187.T,3548.T,バロックジャパンリミテッド,0.374
5187.T,8904.T,ＡＶＡＮＴＩＡ,0.373
5187.T,8076.T,カノークス,0.371
5187.T,8877.T,エスリード,0.37
5187.T,6932.T,遠藤照明,0.369
5187.T,6382.T,トリニティ工業,0.368
5187.T,5204.T,石塚硝子,0.366
5187.T,7723.T,愛知時計電機,0.366
5187.T,6418.T,日本金銭機械,0.363
5280.T,6770.T,アルプスアルパイン,0.542
5280.T,7231.T,トピー工業,0.51
5280.T,5959.T,岡部,0.507
5280.T,2429.T,ワールドホールディングス,0.499
5280.T,6817.T,スミダコーポレーション,0.496
5280.T,7278.T,エクセディ,0.493
5280.T,3076.T,あい　ホールディングス,0.488
5280.T,7914.T,共同印刷,0.477
5280.T,8002.T,丸紅,0.47
5280.T,4318.T,クイック,0.462
5280.T,8877.T,エスリード,0.461
5280.T,5214.T,日本電気硝子,0.46
5280.T,9761.T,東海リース,0.458
5280.T,3320.T,クロスプラス,0.457
5280.T,2153.T,Ｅ・Ｊホールディングス,0.455
5280.T,8793.T,ＮＥＣキャピタルソリューション,0.453
5280.T,5933.T,アルインコ,0.453
5280.T,2163.T,アルトナー,0.452
5280.T,8917.T,ファースト住建,0.451
5280.T,4023.T,クレハ,0.449
5282.T,5612.T,日本鋳鉄管,0.531
5282.T,8093.T,極東貿易,0.506
5282.T,2158.T,ＦＲＯＮＴＥＯ,0.496
5282.T,6291.T,日本エアーテック,0.495
5282.T,1929.T,日特建設,0.491
5282.T,3010.T,ポラリス・ホールディングス,0.49
5282.T,1982.T,日比谷総合設備,0.49
5282.T,1417.T,ミライト・ワン,0.486
5282.T,6463.T,ＴＰＲ,0.476
5282.T,8078.T,阪和興業,0.47
5282.T,6358.T,酒井重工業,0.466
5282.T,1952.T,新日本空調,0.465
5282.T,5932.T,三協立山,0.465
5282.T,6369.T,トーヨーカネツ,0.464
5282.T,5262.T,日本ヒューム,0.464
5282.T,1871.T,ピーエス・コンストラクション,0.457
5282.T,8844.T,コスモスイニシア,0.457
5282.T,2768.T,双日,0.456
5282.T,9765.T,オオバ,0.454
5282.T,1914.T,日本基礎技術,0.452
5408.T,5445.T,東京鐵鋼,0.64
5408.T,5440.T,共英製鋼,0.587
5408.T,5406.T,神戸製鋼所,0.583
5408.T,8078.T,阪和興業,0.568
5408.T,1976.T,明星工業,0.566
5408.T,5410.T,合同製鐵,0.559
5408.T,8593.T,三菱ＨＣキャピタル,0.556
5408.T,5480.T,日本冶金工業,0.553
5408.T,8020.T,兼松,0.542
5408.T,5632.T,三菱製鋼,0.538
5408.T,7231.T,トピー工業,0.529
5408.T,6358.T,酒井重工業,0.528
5408.T,9856.T,ケーユーホールディングス,0.522
5408.T,2768.T,双日,0.521
5408.T,4045.T,東亞合成,0.518
5408.T,6457.T,グローリー,0.513
5408.T,8425.T,みずほリース,0.51
5408.T,8075.T,神鋼商事,0.505
5408.T,8125.T,ワキタ,0.504
5408.T,6306.T,日工,0.501
5446.T,3276.T,ＪＰＭＣ,0.388
5446.T,5940.T,不二サッシ,0.351
5446.T,6440.T,ＪＵＫＩ,0.312
5446.T,6644.T,大崎電気工業,0.3
5446.T,2897.T,日清食品ホールディングス,0.299
5446.T,9302.T,三井倉庫ホールディングス,0.297
5446.T,9962.T,ミスミグループ本社,0.296
5446.T,9257.T,ＹＣＰホールディングス（グローバル）リミテッド　ＪＤＲ,0.285
5446.T,2664.T,カワチ薬品,0.284
5446.T,6841.T,横河電機,0.283
5446.T,4772.T,ＳＭ　ＥＮＴＥＲＴＡＩＮＭＥＮＴ　ＪＡＰＡＮ,0.275
5446.T,8007.T,高島,0.271
5446.T,7609.T,ダイトロン,0.263
5446.T,7510.T,たけびし,0.254
5446.T,7219.T,エッチ・ケー・エス,0.253
5446.T,6282.T,オイレス工業,0.25
5446.T,1994.T,高橋カーテンウォール工業,0.247
5446.T,6088.T,シグマクシス・ホールディングス,0.246
5446.T,3580.T,小松マテーレ,0.241
5446.T,9107.T,川崎汽船,0.24
5541.T,7231.T,トピー工業,0.652
5541.T,5714.T,ＤＯＷＡホールディングス,0.643
5541.T,1417.T,ミライト・ワン,0.616
5541.T,1882.T,東亜道路工業,0.616
5541.T,5715.T,古河機械金属,0.609
5541.T,1515.T,日鉄鉱業,0.588
5541.T,5711.T,三菱マテリアル,0.584
5541.T,5482.T,愛知製鋼,0.583
5541.T,5632.T,三菱製鋼,0.581
5541.T,5857.T,ＡＲＥホールディングス,0.58
5541.T,5471.T,大同特殊鋼,0.578
5541.T,5563.T,新日本電工,0.577
5541.T,1885.T,東亜建設工業,0.575
5541.T,2768.T,双日,0.571
5541.T,1929.T,日特建設,0.57
5541.T,7456.T,松田産業,0.562
5541.T,8061.T,西華産業,0.562
5541.T,4611.T,大日本塗料,0.561
5541.T,5713.T,住友金属鉱山,0.561
5541.T,6302.T,住友重機械工業,0.558
5603.T,6658.T,シライ電子工業,0.377
5603.T,6838.T,多摩川ホールディングス,0.377
5603.T,5933.T,アルインコ,0.374
5603.T,8928.T,穴吹興産,0.369
5603.T,2656.T,ベクターホールディングス,0.355
5603.T,9699.T,ニシオホールディングス,0.352
5603.T,8076.T,カノークス,0.349
5603.T,6955.T,ＦＤＫ,0.345
5603.T,7822.T,永大産業,0.338
5603.T,6699.T,ダイヤモンドエレクトリックホールディングス,0.337
5603.T,254A.T,ＡＩフュージョンキャピタルグループ,0.336
5603.T,3002.T,グンゼ,0.335
5603.T,9729.T,トーカイ,0.332
5603.T,7231.T,トピー工業,0.331
5603.T,6291.T,日本エアーテック,0.329
5603.T,4284.T,ソルクシーズ,0.327
5603.T,8613.T,丸三証券,0.327
5603.T,7241.T,フタバ産業,0.326
5603.T,6678.T,テクノメディカ,0.321
5603.T,3441.T,山王,0.321
5658.T,9158.T,シーユーシー,0.468
5658.T,6382.T,トリニティ工業,0.459
5658.T,8093.T,極東貿易,0.452
5658.T,7239.T,タチエス,0.451
5658.T,7971.T,東リ,0.445
5658.T,7224.T,新明和工業,0.436
5658.T,3076.T,あい　ホールディングス,0.433
5658.T,8075.T,神鋼商事,0.43
5658.T,8707.T,岩井コスモホールディングス,0.428
5658.T,8076.T,カノークス,0.427
5658.T,6932.T,遠藤照明,0.426
5658.T,3109.T,シキボウ,0.421
5658.T,6279.T,瑞光,0.418
5658.T,7949.T,小松ウオール工業,0.414
5658.T,5440.T,共英製鋼,0.411
5658.T,7226.T,極東開発工業,0.411
5658.T,8020.T,兼松,0.41
5658.T,5933.T,アルインコ,0.409
5658.T,9264.T,ポエック,0.407
5658.T,8098.T,稲畑産業,0.407
5697.T,5612.T,日本鋳鉄管,0.381
5697.T,5262.T,日本ヒューム,0.335
5697.T,6485.T,前澤給装工業,0.333
5697.T,5940.T,不二サッシ,0.326
5697.T,1945.T,東京エネシス,0.325
5697.T,5268.T,旭コンクリート工業,0.323
5697.T,5184.T,ニチリン,0.322
5697.T,5282.T,ジオスター,0.322
5697.T,1887.T,日本国土開発,0.319
5697.T,8098.T,稲畑産業,0.316
5697.T,4317.T,レイ,0.314
5697.T,4264.T,セキュア,0.31
5697.T,8061.T,西華産業,0.31
5697.T,8093.T,極東貿易,0.306
5697.T,8032.T,日本紙パルプ商事,0.305
5697.T,5802.T,住友電気工業,0.302
5697.T,4631.T,ＤＩＣ,0.301
5697.T,7613.T,シークス,0.298
5697.T,3550.T,スタジオアタオ,0.295
5697.T,9765.T,オオバ,0.295
5753.T,4308.T,Ｊストリーム,0.471
5753.T,6776.T,天昇電気工業,0.431
5753.T,9980.T,ＭＲＫホールディングス,0.43
5753.T,3101.T,東洋紡,0.418
5753.T,7745.T,Ａ＆Ｄホロンホールディングス,0.404
5753.T,2330.T,フォーサイド,0.395
5753.T,8801.T,三井不動産,0.387
5753.T,9835.T,ジュンテンドー,0.384
5753.T,3486.T,グローバル・リンク・マネジメント,0.378
5753.T,4611.T,大日本塗料,0.376
5753.T,8830.T,住友不動産,0.37
5753.T,6294.T,オカダアイヨン,0.367
5753.T,2980.T,ＳＲＥホールディングス,0.362
5753.T,3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,0.362
5753.T,8075.T,神鋼商事,0.361
5753.T,7096.T,ステムセル研究所,0.359
5753.T,256A.T,飛島ホールディングス,0.359
5753.T,429A.T,テクセンドフォトマスク,0.357
5753.T,6551.T,ツナググループ・ホールディングス,0.357
5753.T,5368.T,日本インシュレーション,0.357
5819.T,7239.T,タチエス,0.519
5819.T,8928.T,穴吹興産,0.504
5819.T,8793.T,ＮＥＣキャピタルソリューション,0.495
5819.T,8737.T,あかつき本社,0.488
5819.T,7224.T,新明和工業,0.484
5819.T,5869.T,早稲田学習研究会,0.484
5819.T,9837.T,モリト,0.482
5819.T,5302.T,日本カーボン,0.48
5819.T,9763.T,丸建リース,0.478
5819.T,6929.T,日本セラミック,0.477
5819.T,7231.T,トピー工業,0.474
5819.T,7241.T,フタバ産業,0.473
5819.T,2153.T,Ｅ・Ｊホールディングス,0.463
5819.T,8616.T,東海東京フィナンシャル・ホールディングス,0.463
5819.T,4634.T,ａｒｔｉｅｎｃｅ,0.462
5819.T,7525.T,リックス,0.46
5819.T,2428.T,ウェルネット,0.459
5819.T,6149.T,小田原エンジニアリング,0.458
5819.T,1929.T,日特建設,0.456
5819.T,6455.T,モリタホールディングス,0.455
5900.T,4386.T,ＳＩＧグループ,0.292
5900.T,7953.T,菊水化学工業,0.256
5900.T,7822.T,永大産業,0.241
5900.T,8123.T,川辺,0.24
5900.T,4017.T,クリーマ,0.227
5900.T,6578.T,コレックホールディングス,0.225
5900.T,3861.T,王子ホールディングス,0.225
5900.T,7377.T,ＤＮホールディングス,0.225
5900.T,3623.T,ビリングシステム,0.223
5900.T,9551.T,メタウォーター,0.222
5900.T,4650.T,ＳＤエンターテイメント,0.22
5900.T,3674.T,オークファン,0.22
5900.T,3002.T,グンゼ,0.215
5900.T,5101.T,横浜ゴム,0.214
5900.T,4260.T,ハイブリッドテクノロジーズ,0.214
5900.T,7912.T,大日本印刷,0.213
5900.T,3405.T,クラレ,0.21
5900.T,7208.T,カネミツ,0.21
5900.T,4222.T,児玉化学工業,0.207
5900.T,3402.T,東レ,0.206
5909.T,9979.T,大庄,0.464
5909.T,7198.T,ＳＢＩアルヒ,0.453
5909.T,9832.T,オートバックスセブン,0.431
5909.T,8999.T,グランディハウス,0.419
5909.T,8093.T,極東貿易,0.418
5909.T,1810.T,松井建設,0.408
5909.T,1780.T,ヤマウラ,0.404
5909.T,4951.T,エステー,0.401
5909.T,7955.T,クリナップ,0.395
5909.T,6482.T,ＹＵＳＨＩＮ,0.395
5909.T,7482.T,シモジマ,0.393
5909.T,3109.T,シキボウ,0.392
5909.T,5928.T,アルメタックス,0.391
5909.T,2117.T,ウェルネオシュガー,0.387
5909.T,2266.T,六甲バター,0.385
5909.T,2461.T,ファンコミュニケーションズ,0.382
5909.T,5911.T,横河ブリッジホールディングス,0.381
5909.T,4994.T,大成ラミックグループ,0.381
5909.T,3320.T,クロスプラス,0.381
5909.T,3421.T,稲葉製作所,0.374
5918.T,4937.T,Ｗａｑｏｏ,0.343
5918.T,8022.T,美津濃,0.321
5918.T,4243.T,ニックス,0.312
5918.T,197A.T,タウンズ,0.299
5918.T,4571.T,ＮＡＮＯホールディングス,0.296
5918.T,5987.T,オーネックス,0.285
5918.T,7912.T,大日本印刷,0.281
