コード,銘柄名,業種33,規模,新業種,method
7841,遠藤製作所,その他製品,-,,
6346,キクカワエンタープライズ,機械,-,,
6054,リブセンス,サービス業,-,,
5918,瀧上工業,金属製品,-,金属製品・金属加工,rule
4231,タイガースポリマー,化学,-,,
2917,大森屋,食料品,-,,
1420,サンヨーホームズ,建設業,-,,
6867,リーダー電子,電気機器,-,,
3439,三ツ知,金属製品,-,金属製品・金属加工,rule
1758,太洋基礎工業,建設業,-,,
7871,フクビ化学工業,化学,-,,
